studentusi,personaltitleprefix,firstname,middlename,lastsurname,generationcodesuffix,maidenname,birthdate,birthcity,birthstateabbreviationdescriptorid,birthinternationalprovince,birthcountrydescriptorid,dateenteredus,multiplebirthstatus,birthsexdescriptorid,citizenshipstatusdescriptorid,personid,sourcesystemdescriptorid,studentuniqueid,discriminator,createdate,lastmodifieddate,id,changeversion
"359","Mr","Freddie",,"Roberts",,,"1999-11-17",,,,,,,,,,,"605179","NULL","2020-11-13 14:16:03.207663","2020-11-13 14:16:03.207613","a0b69472-3b52-4767-b74c-2be58aa845ec","11194"
"367","Ms","Alexandria","Lessie","Bowen",,,"1995-05-21",,,,,,,,,,,"605187","NULL","2020-11-13 14:16:03.227851","2020-11-13 14:16:03.227819","6df75703-a224-4562-a5b4-1dbf839a833f","11202"
"369","Ms","Tara",,"Leach",,,"2005-01-29",,,,,,,,,,,"605189","NULL","2020-11-13 14:16:03.235858","2020-11-13 14:16:03.235777","fc03f8b1-dd6b-48ee-b827-2f2c44a5745c","11204"
"375","Mrs","Hannah",,"Franklin",,,"1996-02-26",,,,,,,,,,,"605195","NULL","2020-11-13 14:16:03.246661","2020-11-13 14:16:03.246624","653fd87d-d406-4b9c-8b34-85573049a380","11210"
"387","Mr","Frank",,"Meadows",,,"1994-03-11",,,,,,,,,,,"605207","NULL","2020-11-13 14:16:03.274520","2020-11-13 14:16:03.274476","6ad3e311-0cae-4b45-a2f8-abb511fb46a2","11222"
"390","Mr","Rick","Chris","Case",,,"1996-02-06",,,,,,,,,,,"605210","NULL","2020-11-13 14:16:03.283031","2020-11-13 14:16:03.282776","cfe92e22-6498-42f7-a326-e4e8b1f5daa1","11225"
"394","Mr","Kelly","Reginald","Garner",,,"1995-05-01",,,,,,,,,,,"605214","NULL","2020-11-13 14:16:03.294010","2020-11-13 14:16:03.293728","9ec569f4-c78f-4b8f-a406-223f420750c2","11229"
"397","Mr","Phillip","Russell","Baxter",,,"1994-09-22",,,,,,,,,,,"605217","NULL","2020-11-13 14:16:03.303172","2020-11-13 14:16:03.303122","102b50df-3e4b-4685-ab09-2cfa9c15613a","11232"
"403","Mr","Roger",,"Benson",,,"1998-02-24",,,,,,,,,,,"605222","NULL","2020-11-13 14:16:03.313866","2020-11-13 14:16:03.313820","065d5351-f37f-44a0-8b5a-aa42f7f385bc","11238"
"404","Mrs","Martina",,"Humphrey",,,"1995-01-23",,,,,,,,,,,"605225","NULL","2020-11-13 14:16:03.321738","2020-11-13 14:16:03.321612","e7dcd184-ab55-4d0d-afaf-7127a2cffa93","11239"
"409","Mr","Christopher","Nelson","Vaughn",,,"2001-01-25",,,,,,,,,,,"605228","NULL","2020-11-13 14:16:03.331065","2020-11-13 14:16:03.330912","71473940-1984-46d3-84aa-11b9637f5deb","11244"
"413","Mr","Fernando",,"Mc Clure",,,"1994-06-27",,,,,,,,,,,"605235","NULL","2020-11-13 14:16:03.342131","2020-11-13 14:16:03.342083","6b0b1e21-2cc0-431a-9ab5-32dd58f4360e","11248"
"419","Mrs","Tanya","Amelia","Reeves",,,"1999-03-04",,,,,,,,,,,"605238","NULL","2020-11-13 14:16:03.352597","2020-11-13 14:16:03.352564","39dd4f26-0c33-44fe-a1b7-c147ebca05bc","11254"
"422","Mrs","Sonya",,"Gross",,,"1997-03-11",,,,,,,,,,,"605241","NULL","2020-11-13 14:16:03.811135","2020-11-13 14:16:03.811108","11550a7d-6a69-45d7-9e30-7ac2ee5624e3","11257"
"427","Mr","Max",,"Curry",,,"1994-01-26",,,,,,,,,,,"605247","NULL","2020-11-13 14:16:03.821672","2020-11-13 14:16:03.821597","c8630ea9-1f5a-4090-8399-9923e51c6eb5","11262"
"429","Ms","Amelia","Yvette","Wu",,,"2002-04-23",,,,,,,,,,,"605249","NULL","2020-11-13 14:16:03.828869","2020-11-13 14:16:03.828827","49964435-9866-48fb-ab6c-21d68eeb9004","11264"
"435","Mr","Russell","Vincent","Avery",,,"1996-06-30",,,,,,,,,,,"605255","NULL","2020-11-13 14:16:03.841810","2020-11-13 14:16:03.841772","4aa88569-4ebb-48fe-b0bc-70040545dbbb","11270"
"439","Ms","Jenny","Elinor","Day",,,"1995-03-12",,,,,,,,,,,"605259","NULL","2020-11-13 14:16:03.850657","2020-11-13 14:16:03.850615","72936571-db18-44a7-89b6-2d98c60a3deb","11274"
"440","Ms","Tara","Brittney","Greer",,,"1994-08-16",,,,,,,,,,,"605260","NULL","2020-11-13 14:16:03.854736","2020-11-13 14:16:03.854668","71e5bdc5-d320-4d09-bf23-e67933a4971f","11275"
"441","Mrs","Tasha","Alana","Jefferson",,,"1996-10-23",,,,,,,,,,,"605261","NULL","2020-11-13 14:16:03.857960","2020-11-13 14:16:03.857886","e1555409-7b5b-4120-83e2-214bbfcf060d","11276"
"447","Mrs","Marie",,"Yates",,,"1998-11-20",,,,,,,,,,,"605267","NULL","2020-11-13 14:16:03.867790","2020-11-13 14:16:03.867769","075bd1af-f11f-4c2f-861a-cbee339b66e6","11282"
"451","Ms","Jane",,"Edwards",,,"2004-11-08",,,,,,,,,,,"605271","NULL","2020-11-13 14:16:03.876224","2020-11-13 14:16:03.876185","7dff4622-4d16-4f3a-b07e-524214eeb0dc","11286"
"456","Mr","Jose","Jesse","Gay",,,"1997-11-20",,,,,,,,,,,"605276","NULL","2020-11-13 14:16:03.888718","2020-11-13 14:16:03.888680","3733858e-919c-4aba-a196-e3394074ab72","11291"
"459","Mr","Vincent",,"Dickerson",,,"1999-06-08",,,,,,,,,,,"605280","NULL","2020-11-13 14:16:04.128531","2020-11-13 14:16:04.128495","e75ba05c-7ee7-4aba-81f5-71c4c0e61a31","11294"
"464","Mr","Isaac",,"Wang",,,"2003-06-12",,,,,,,,,,,"605283","NULL","2020-11-13 14:16:04.139767","2020-11-13 14:16:04.139666","7d870717-05e4-4d93-a494-4e0ad70c5499","11299"
"465","Mrs","Yvonne",,"Ferrell",,,"1999-01-20",,,,,,,,,,,"605285","NULL","2020-11-13 14:16:04.148920","2020-11-13 14:16:04.148851","fc682fa3-9fb5-435d-835e-46836243f0c6","11300"
"178","Mrs","Janie","Hollie","Kerr",,,"2003-10-14",,,,,,,,,,,"604999","NULL","2020-11-13 14:16:02.475096","2020-11-13 14:16:02.475036","eb381755-7339-4f5a-aa60-2c68c76dc631","11013"
"184","Mr","Claude","Floyd","Silva",,,"2005-11-24",,,,,,,,,,,"605004","NULL","2020-11-13 14:16:02.487355","2020-11-13 14:16:02.487310","4971ced5-19df-4f47-b9d2-b70db63020bd","11019"
"187","Mrs","Camille","Jenna","Sims",,,"1998-02-24",,,,,,,,,,,"605006","NULL","2020-11-13 14:16:02.495155","2020-11-13 14:16:02.495121","03edaaeb-fb7e-4106-84d4-358478d7ab15","11022"
"192","Mrs","Ollie",,"Mc Mahon",,,"2002-04-27",,,,,,,,,,,"605012","NULL","2020-11-13 14:16:02.506980","2020-11-13 14:16:02.506854","e2cd520f-a717-4c4c-a598-0dc4fa0dbb5b","11027"
"195","Mr","Micheal",,"Turner",,,"1997-04-06",,,,,,,,,,,"605015","NULL","2020-11-13 14:16:02.518228","2020-11-13 14:16:02.518046","f2b919a2-b90b-41be-9392-5e74a96cbf22","11030"
"197","Mr","Joe",,"Haney",,,"2003-08-03",,,,,,,,,,,"605017","NULL","2020-11-13 14:16:02.524115","2020-11-13 14:16:02.523961","33bcfbed-655c-4996-98ab-3d915acfda1c","11032"
"199","Mrs","Sharon",,"Hurst",,,"1995-12-26",,,,,,,,,,,"605019","NULL","2020-11-13 14:16:02.528326","2020-11-13 14:16:02.528093","76e96e35-daf5-459d-97b5-c45804da1b88","11034"
"202","Mrs","Marion",,"Pratt",,,"2004-07-21",,,,,,,,,,,"605022","NULL","2020-11-13 14:16:02.535324","2020-11-13 14:16:02.535259","1b5f4a91-a045-4631-bac1-ea37ffe4bec0","11037"
"206","Mr","Ivan",,"Blanchard",,,"1994-06-04",,,,,,,,,,,"605026","NULL","2020-11-13 14:16:02.545053","2020-11-13 14:16:02.545021","c340b735-e66a-477d-9999-1251bd632e6f","11041"
"209","Mr","Ronald",,"Riggs",,,"1994-01-24",,,,,,,,,,,"605029","NULL","2020-11-13 14:16:02.554713","2020-11-13 14:16:02.554685","7a18b230-a379-42cf-8e22-d9877e5a275a","11044"
"211","Mr","Jim",,"Beltran",,,"1997-12-17",,,,,,,,,,,"605031","NULL","2020-11-13 14:16:02.560792","2020-11-13 14:16:02.560740","9d669561-798f-4973-b347-b975493948fc","11046"
"213","Ms","Ebony","Brooke","Hooper",,,"2000-10-27",,,,,,,,,,,"605033","NULL","2020-11-13 14:16:02.566782","2020-11-13 14:16:02.566682","efb9cb03-4914-4693-b866-043b68bbe6b0","11048"
"214","Mr","Roberto",,"Taylor",,,"1998-09-30",,,,,,,,,,,"605034","NULL","2020-11-13 14:16:02.570425","2020-11-13 14:16:02.570334","4cd2e1ba-8789-4e60-9450-b8f9a0f1149b","11049"
"217","Mr","Bradley","Edward","Frank",,,"1998-09-10",,,,,,,,,,,"605037","NULL","2020-11-13 14:16:02.577472","2020-11-13 14:16:02.577235","fa9a2f84-ce77-4150-9851-7746265336e3","11052"
"218","Ms","Leslie",,"Kaufman",,,"2005-11-09",,,,,,,,,,,"605038","NULL","2020-11-13 14:16:02.580072","2020-11-13 14:16:02.580020","73c751da-cb59-4df9-9ad4-39675791b53b","11053"
"224","Mr","Jared",,"Bird",,,"1994-11-07",,,,,,,,,,,"605044","NULL","2020-11-13 14:16:02.594892","2020-11-13 14:16:02.594057","8b834c6a-13f8-4c39-8aa8-2fbad358f690","11059"
"225","Mrs","Jean",,"Mc Connell",,,"1996-03-06",,,,,,,,,,,"605045","NULL","2020-11-13 14:16:02.598432","2020-11-13 14:16:02.598321","742639ef-cca9-4f35-aed6-096a4f040631","11060"
"229","Dr","Billy","Charlie","Reyes",,,"1998-06-30",,,,,,,,,,,"605049","NULL","2020-11-13 14:16:02.608488","2020-11-13 14:16:02.608422","7b816714-a95d-4d59-bd84-a1efd64eea23","11064"
"234","Mr","Angel",,"Jefferson",,,"1996-08-03",,,,,,,,,,,"605054","NULL","2020-11-13 14:16:02.619968","2020-11-13 14:16:02.619932","a6f3d14a-19ef-4d76-b18b-be187715857a","11069"
"237","Mr","Shane","Wayne","Blake",,,"2004-05-02",,,,,,,,,,,"605056","NULL","2020-11-13 14:16:02.633439","2020-11-13 14:16:02.633355","5f5ece79-b5a9-498e-b9b2-7b5ac156d833","11072"
"244","Ms","Lindsay",,"Hurley",,,"2001-02-09",,,,,,,,,,,"605064","NULL","2020-11-13 14:16:02.650820","2020-11-13 14:16:02.650727","10de3ffa-e914-4334-92aa-766cfa234ac7","11079"
"247","Mrs","Lara","Monica","Dickerson",,,"1998-04-09",,,,,,,,,,,"605067","NULL","2020-11-13 14:16:02.653572","2020-11-13 14:16:02.653511","db4f6d90-0366-457e-b72b-446dde9e5783","11082"
"251","Mrs","Alma","Joan","Cochran",,,"2003-10-05",,,,,,,,,,,"605071","NULL","2020-11-13 14:16:02.664690","2020-11-13 14:16:02.664571","2f2f2e32-199e-41e4-8dc4-8bf823436c88","11086"
"252","Mrs","Debbie","Christa","Church",,,"1994-10-20",,,,,,,,,,,"605072","NULL","2020-11-13 14:16:02.668852","2020-11-13 14:16:02.668613","86a32a1c-3bcb-41d6-b6c8-66149a031240","11087"
"254","Mr","Carl",,"Soto",,,"1998-02-21",,,,,,,,,,,"605074","NULL","2020-11-13 14:16:02.674106","2020-11-13 14:16:02.674080","7117722a-bfac-4925-945f-1d53feb32b08","11089"
"257","Mr","Alexander","Lee","Munoz",,,"1998-09-30",,,,,,,,,,,"605077","NULL","2020-11-13 14:16:02.680989","2020-11-13 14:16:02.680945","9c43706d-3bf5-44ce-898a-aee39c7b8ce2","11092"
"258","Mr","Eduardo","Adrian","Wu",,,"2003-05-20",,,,,,,,,,,"605078","NULL","2020-11-13 14:16:02.684759","2020-11-13 14:16:02.684365","d830632f-8a6e-422b-bb7e-2f12b028bcdb","11093"
"260","Mr","Travis","Byron","Beltran",,,"2005-06-26",,,,,,,,,,,"605080","NULL","2020-11-13 14:16:02.687587","2020-11-13 14:16:02.687554","b5b93b12-437f-44e5-a952-7a7d8451879b","11095"
"263","Mr","Steve",,"Bray",,,"1995-12-27",,,,,,,,,,,"605083","NULL","2020-11-13 14:16:02.694263","2020-11-13 14:16:02.694154","5e2e6e6f-b140-4ab8-8283-b431c6137ba6","11098"
"266","Ms","Carolyn","Danielle","Willis",,,"2002-07-03",,,,,,,,,,,"605087","NULL","2020-11-13 14:16:02.704464","2020-11-13 14:16:02.704345","b47eba2e-c33f-49da-ab66-ffb2e8bc91fe","11101"
"271","Dr","Lee",,"Foley",,,"2001-12-22",,,,,,,,,,,"605091","NULL","2020-11-13 14:16:02.714631","2020-11-13 14:16:02.714593","dc0f175d-5867-4511-82e5-aec9356070d8","11106"
"274","Mr","Derrick","Cecil","Sherman",,,"2003-09-29",,,,,,,,,,,"605094","NULL","2020-11-13 14:16:02.722858","2020-11-13 14:16:02.722759","f5313e12-1787-4a15-9390-67a7b9e93862","11109"
"278","Mr","Stanley","Marshall","Delacruz",,,"2002-07-20",,,,,,,,,,,"605098","NULL","2020-11-13 14:16:02.732966","2020-11-13 14:16:02.731952","9c48e75c-f724-4b0d-b003-f0113fdb7431","11113"
"283","Mr","Erik","Micheal","Waters",,,"1996-08-26",,,,,,,,,,,"605103","NULL","2020-11-13 14:16:02.746064","2020-11-13 14:16:02.746020","f0a7ea38-434b-4d24-8080-5997a4262507","11118"
"288","Ms","Desiree",,"Rich",,,"1998-09-01",,,,,,,,,,,"605109","NULL","2020-11-13 14:16:02.756488","2020-11-13 14:16:02.756440","204825fb-1e8d-44bc-bc3f-340861ce27d8","11123"
"290","Ms","Jamie",,"Cline",,,"1999-08-20",,,,,,,,,,,"605110","NULL","2020-11-13 14:16:02.760310","2020-11-13 14:16:02.760285","f59f9f52-f0a7-48ae-b0ec-9ce487d1612d","11125"
"292","Mr","John",,"Wheeler",,,"1999-02-20",,,,,,,,,,,"605112","NULL","2020-11-13 14:16:02.764663","2020-11-13 14:16:02.764629","2579ccd7-952b-4922-9055-d64f77013457","11127"
"297","Ms","Rachel",,"Rose",,,"2005-06-02",,,,,,,,,,,"605117","NULL","2020-11-13 14:16:02.776183","2020-11-13 14:16:02.776100","e8e0b3ab-c93a-4219-b9f1-a3cacbcc9381","11132"
"299","Mrs","Amy","Mayra","Harmon",,,"1996-09-28",,,,,,,,,,,"605119","NULL","2020-11-13 14:16:02.782048","2020-11-13 14:16:02.782012","4a0dc4b9-fd31-4d39-830c-65074c6406a3","11134"
"302","Mr","Alfred",,"Schultz",,,"1994-01-14",,,,,,,,,,,"605122","NULL","2020-11-13 14:16:02.789261","2020-11-13 14:16:02.788983","10f6f5ae-ab29-4d83-8c4c-47218031f038","11137"
"304","Mrs","Laura",,"Brady",,,"1997-02-16",,,,,,,,,,,"605124","NULL","2020-11-13 14:16:02.793222","2020-11-13 14:16:02.793039","e1b4e976-20a6-4b3d-b4ee-f45f107f18d1","11139"
"309","Mr","Roberto","Eddie","Holder",,,"1997-05-20",,,,,,,,,,,"605129","NULL","2020-11-13 14:16:02.802634","2020-11-13 14:16:02.802582","9286e8a6-7a2b-471f-9f5b-1aae427f0216","11144"
"311","Mrs","Mable",,"Neal",,,"2002-02-02",,,,,,,,,,,"605131","NULL","2020-11-13 14:16:02.809512","2020-11-13 14:16:02.809474","87a51df5-b03f-46e2-8d31-2fd7c5e059cd","11146"
"312","Mr","Rafael","Neil","Dickerson",,,"2001-03-12",,,,,,,,,,,"605132","NULL","2020-11-13 14:16:02.813645","2020-11-13 14:16:02.813553","be55207b-63c9-4be9-8170-291b8dd7bafa","11147"
"314","Mrs","Henrietta","Minerva","Marquez",,,"1997-06-08",,,,,,,,,,,"605134","NULL","2020-11-13 14:16:02.820862","2020-11-13 14:16:02.820822","72f002ba-cf9a-45d8-a66e-787f2f37de5a","11149"
"317","Mr","Clayton",,"Bright",,,"2005-02-16",,,,,,,,,,,"605137","NULL","2020-11-13 14:16:02.828363","2020-11-13 14:16:02.828280","4b84e730-8efe-402c-867e-e03bcdedc7c9","11152"
"320","Mr","Gerald","Wesley","Frost",,,"1995-10-03",,,,,,,,,,,"605139","NULL","2020-11-13 14:16:02.833421","2020-11-13 14:16:02.833391","4426c705-d9a2-4eea-a1bc-6f2b0716dc36","11155"
"323","Mr","Jeremy",,"Mac Donald",,,"2005-07-24",,,,,,,,,,,"605143","NULL","2020-11-13 14:16:02.845356","2020-11-13 14:16:02.845330","00510584-182d-484e-bbcd-7fad49076762","11158"
"325","Mr","Ryan","Chester","Higgins",,,"2002-04-01",,,,,,,,,,,"605145","NULL","2020-11-13 14:16:02.851642","2020-11-13 14:16:02.851463","27008258-5d6b-41d2-a120-3e4c64e90fcd","11160"
"329","Ms","Amy","Kristi","Hamilton",,,"2002-10-05",,,,,,,,,,,"605149","NULL","2020-11-13 14:16:02.862545","2020-11-13 14:16:02.862499","179ef012-fa27-4931-8e34-d0caba1eb0c1","11164"
"333","Mrs","Bonnie",,"Fritz",,,"2002-05-11",,,,,,,,,,,"605154","NULL","2020-11-13 14:16:02.874584","2020-11-13 14:16:02.874543","b8f27f45-55d9-49e1-8d9f-e855e2b431df","11168"
"338","Mr","Charlie",,"Herring",,,"2003-03-03",,,,,,,,,,,"605159","NULL","2020-11-13 14:16:03.158189","2020-11-13 14:16:03.158104","7c1207f1-92d8-4eaf-bda7-b7f93fa4780f","11173"
"342","Mrs","Jo","Angela","Gay",,,"2000-05-02",,,,,,,,,,,"605164","NULL","2020-11-13 14:16:03.168649","2020-11-13 14:16:03.168618","a172327b-46e5-4814-918d-94709e18e809","11177"
"347","Mrs","Lorraine","Karla","Chapman",,,"1996-06-28",,,,,,,,,,,"605168","NULL","2020-11-13 14:16:03.179861","2020-11-13 14:16:03.179816","7b8028e3-33ef-4931-be20-4cd1ecafd3b2","11182"
"352","Mrs","Nichole",,"Horton",,,"1998-01-03",,,,,,,,,,,"605171","NULL","2020-11-13 14:16:03.190682","2020-11-13 14:16:03.190657","3feb61db-c957-4497-a78c-7d0032ded896","11187"
"353","Mr","Rodney",,"Herman",,,"1997-06-03",,,,,,,,,,,"605173","NULL","2020-11-13 14:16:03.197041","2020-11-13 14:16:03.196922","a407b5b0-4d35-44d1-a4d1-386f9445901c","11188"
"358","Ms","Eve",,"Roberts",,,"2005-04-30",,,,,,,,,,,"605178","NULL","2020-11-13 14:16:03.206938","2020-11-13 14:16:03.206894","ac90ecb4-d69f-4f45-9bc8-fb219dea8733","11193"
"362","Mrs","Brandie","Serena","Buchanan",,,"2001-11-17",,,,,,,,,,,"605182","NULL","2020-11-13 14:16:03.216314","2020-11-13 14:16:03.216247","dd04150f-9082-49b3-b6af-bb59d7830828","11197"
"366","Mr","Ken","Bradley","Rosario",,,"1998-06-23",,,,,,,,,,,"605186","NULL","2020-11-13 14:16:03.227634","2020-11-13 14:16:03.227600","d5b7fad8-1699-40b9-9d0d-973333aba69d","11201"
"371","Ms","Tara",,"Mercer",,,"2005-08-09",,,,,,,,,,,"605192","NULL","2020-11-13 14:16:03.237890","2020-11-13 14:16:03.237853","e765e909-c0a5-43a6-9d12-4701bf412039","11206"
"373","Mr","Wesley","Jonathan","Blake",,,"1999-12-19",,,,,,,,,,,"605193","NULL","2020-11-13 14:16:03.244810","2020-11-13 14:16:03.244757","72932a4e-ecc5-490c-8728-663cba3ddc3b","11208"
"376","Mr","Ricardo","Robert","Mccall",,,"1994-05-24",,,,,,,,,,,"605196","NULL","2020-11-13 14:16:03.248200","2020-11-13 14:16:03.248148","a7527576-26e1-41bb-afeb-114a17976f2e","11211"
"377","Mrs","Martha","Marianne","Wright",,,"1999-09-10",,,,,,,,,,,"605197","NULL","2020-11-13 14:16:03.254064","2020-11-13 14:16:03.254020","a6aff95c-710b-4569-b0fa-fb37b66776dd","11212"
"380","Mr","Lawrence","Clyde","Mcintosh",,,"2003-11-09",,,,,,,,,,,"605200","NULL","2020-11-13 14:16:03.258222","2020-11-13 14:16:03.258160","c2c8a426-6a8f-490b-8cec-35a301a8bb31","11215"
"381","Mr","Francis","Rodney","Long",,,"2001-05-14",,,,,,,,,,,"605201","NULL","2020-11-13 14:16:03.263024","2020-11-13 14:16:03.262973","5ecb5a18-7c22-4e8e-bb67-cea4a8eb8bf8","11216"
"383","Mr","Billy","Bob","Collier","II",,"2001-02-21",,,,,,,,,,,"605203","NULL","2020-11-13 14:16:03.265649","2020-11-13 14:16:03.265628","a7e9baab-c235-49e9-b7f5-c817eeeaf9a0","11218"
"385","Mrs","Margret","Roxanne","Dalton",,,"1998-08-13",,,,,,,,,,,"605205","NULL","2020-11-13 14:16:03.272183","2020-11-13 14:16:03.272073","5efea385-851b-4961-941a-4bd49ea1fb36","11220"
"313","Mr","Tyrone",,"Good",,,"2004-09-03",,,,,,,,,,,"605133","NULL","2020-11-13 14:16:02.817211","2020-11-13 14:16:02.817017","326fdf73-2f03-4b75-9fa8-700b1f5b5f60","11148"
"315","Mr","Thomas",,"Mendoza",,,"1997-08-04",,,,,,,,,,,"605135","NULL","2020-11-13 14:16:02.821154","2020-11-13 14:16:02.821068","fe8445eb-c78d-432f-a18d-14602403c56d","11150"
"319","Mr","Carl","Stanley","Barton",,,"2003-09-28",,,,,,,,,,,"605140","NULL","2020-11-13 14:16:02.832853","2020-11-13 14:16:02.832802","4fdb7e5a-ee89-4e5c-9491-b07e8bd254ef","11154"
"321","Ms","Lara","Wilma","Dunlap",,,"1996-03-07",,,,,,,,,,,"605141","NULL","2020-11-13 14:16:02.839500","2020-11-13 14:16:02.838858","837f7ace-a6f3-40fb-8dbd-bd078af42c50","11156"
"322","Ms","Concetta",,"Booth",,,"2004-05-28",,,,,,,,,,,"605142","NULL","2020-11-13 14:16:02.843183","2020-11-13 14:16:02.843129","2e7f2a22-479a-4621-876a-92aff8ad4dac","11157"
"326","Mr","Floyd","Leo","Blair",,,"1995-10-31",,,,,,,,,,,"605146","NULL","2020-11-13 14:16:02.853523","2020-11-13 14:16:02.853503","224042a5-7cac-4635-9fea-919894de4ec8","11161"
"328","Ms","Adrian","Jane","Santos",,,"1997-02-27",,,,,,,,,,,"605148","NULL","2020-11-13 14:16:02.858984","2020-11-13 14:16:02.858938","c95fb893-a33a-4529-ab8b-c0722672c99b","11163"
"331","Mr","Ian","Andrew","Ross",,,"1994-03-02",,,,,,,,,,,"605151","NULL","2020-11-13 14:16:02.868702","2020-11-13 14:16:02.868642","5f742936-3959-4cde-b37f-d859e50c4be8","11166"
"332","Mrs","Cara",,"Buchanan",,,"1998-08-12",,,,,,,,,,,"605152","NULL","2020-11-13 14:16:02.872343","2020-11-13 14:16:02.872322","10e09262-1c41-40e3-bd2c-bad15c8dc6e6","11167"
"336","Mrs","Rita","Estelle","Burnett",,,"2001-11-06",,,,,,,,,,,"605156","NULL","2020-11-13 14:16:02.883138","2020-11-13 14:16:02.883099","421c9490-7cab-4c46-b241-3aeb05c2d6cf","11171"
"337","Mrs","Renee","Miriam","Estrada",,,"2005-06-22",,,,,,,,,,,"605157","NULL","2020-11-13 14:16:03.157503","2020-11-13 14:16:03.157302","97237424-988e-4347-9060-6914e55bc218","11172"
"343","Mr","Herman",,"Rivera",,,"1994-10-15",,,,,,,,,,,"605162","NULL","2020-11-13 14:16:03.168916","2020-11-13 14:16:03.168881","054552b6-d29a-4039-a5ba-186862be58ff","11178"
"345","Mr","Clarence",,"Alvarado",,,"2002-07-17",,,,,,,,,,,"605165","NULL","2020-11-13 14:16:03.176355","2020-11-13 14:16:03.176315","f7736f07-c537-4abb-94be-56cd901e8583","11180"
"348","Mr","Derek",,"Beck",,,"2000-06-20",,,,,,,,,,,"605167","NULL","2020-11-13 14:16:03.180488","2020-11-13 14:16:03.180452","e2410815-c55c-4512-a729-2e4e7daa5c38","11183"
"349","Mr","Bryan","Bobby","Knox",,,"2000-01-06",,,,,,,,,,,"605169","NULL","2020-11-13 14:16:03.187240","2020-11-13 14:16:03.187196","9d56d237-10fa-470e-81da-398dbdff2341","11184"
"351","Mr","Lewis",,"Arellano",,,"2001-04-11",,,,,,,,,,,"605172","NULL","2020-11-13 14:16:03.190412","2020-11-13 14:16:03.190378","2a91b976-da60-4666-b17e-6502ba3a92b6","11186"
"354","Mr","Ernest","Marcus","Odom",,,"1998-01-01",,,,,,,,,,,"605174","NULL","2020-11-13 14:16:03.197266","2020-11-13 14:16:03.197147","c32c3464-47a5-456e-9022-dd44fe9d7d54","11189"
"356","Ms","Lara","Alice","Meza",,,"1996-04-03",,,,,,,,,,,"605176","NULL","2020-11-13 14:16:03.201298","2020-11-13 14:16:03.201221","519114ea-6d93-4550-80b8-29823515c046","11191"
"357","Ms","Tina","Susana","Skinner",,,"1994-06-23",,,,,,,,,,,"605177","NULL","2020-11-13 14:16:03.206732","2020-11-13 14:16:03.206692","8b7ed28f-38f6-40a2-97d1-2ec14a99f1c8","11192"
"360","Ms","Glenda",,"Miranda",,,"2002-11-03",,,,,,,,,,,"605180","NULL","2020-11-13 14:16:03.210881","2020-11-13 14:16:03.210829","2d6afcb1-7138-47d4-a55b-523fd313a19c","11195"
"361","Ms","Melinda","Paige","Santos",,,"2004-01-22",,,,,,,,,,,"605181","NULL","2020-11-13 14:16:03.216184","2020-11-13 14:16:03.216136","9b5ae38c-cd3f-424e-a635-164b4893faf8","11196"
"364","Mrs","Alana","Darcy","Lewis",,,"2000-10-05",,,,,,,,,,,"605184","NULL","2020-11-13 14:16:03.219944","2020-11-13 14:16:03.219887","ff4ccf26-fe80-407f-bd8c-fbd835ff8fce","11199"
"368","Mr","Antonio","Melvin","Zhang",,,"1995-04-25",,,,,,,,,,,"605188","NULL","2020-11-13 14:16:03.229622","2020-11-13 14:16:03.229586","f0a8c0dc-137f-4448-adab-467e0077110e","11203"
"370","Mr","Ricky","Max","Callahan",,,"2001-09-28",,,,,,,,,,,"605190","NULL","2020-11-13 14:16:03.236982","2020-11-13 14:16:03.236961","5a5a4af2-1921-42f5-9e74-40c90adc71ab","11205"
"374","Ms","Brandi",,"Webster",,,"2001-05-10",,,,,,,,,,,"605194","NULL","2020-11-13 14:16:03.246412","2020-11-13 14:16:03.246371","d1c1bc21-7241-4e58-a674-0ab1a2381981","11209"
"379","Mrs","Debbie","Sharon","Olson",,,"1996-01-17",,,,,,,,,,,"605199","NULL","2020-11-13 14:16:03.255744","2020-11-13 14:16:03.255709","a4ac39cb-efe9-4747-bb5c-30252f7ff2cc","11214"
"384","Mr","Alvin",,"Day",,,"1994-06-22",,,,,,,,,,,"605204","NULL","2020-11-13 14:16:03.267710","2020-11-13 14:16:03.267654","231cf214-945c-4cdd-972f-0ea464e21abb","11219"
"386","Mrs","Christine","Gretchen","Dunn",,,"1998-11-21",,,,,,,,,,,"605206","NULL","2020-11-13 14:16:03.273394","2020-11-13 14:16:03.273333","6478fc58-c5fa-428a-9e2f-4f220f5c0dd6","11221"
"391","Mrs","Tisha","Dolores","Hendrix",,,"2001-05-15",,,,,,,,,,,"605211","NULL","2020-11-13 14:16:03.285557","2020-11-13 14:16:03.285533","9c76fcbf-800a-4c9e-96d7-2c2f91bb2574","11226"
"395","Mr","Jacob","Barry","Watson",,,"2000-05-04",,,,,,,,,,,"605215","NULL","2020-11-13 14:16:03.295582","2020-11-13 14:16:03.295538","20f4de50-cdbc-46ee-b33b-8c02a0ab190a","11230"
"398","Mr","Victor","Hector","Wilkinson",,,"2005-12-14",,,,,,,,,,,"605218","NULL","2020-11-13 14:16:03.304072","2020-11-13 14:16:03.304036","cf3e7583-6e36-4baa-ad95-f56cb386ef65","11233"
