educationorganizationid,studentusi,telephonenumber,telephonenumbertypedescriptorid,orderofpriority,textmessagecapabilityindicator,donotpublishindicator,createdate
"255901","329","(950) 591 1558","2328","1",,,"2020-11-13 14:17:31.015496"
"255901","334","(950) 192 2853","2328","1",,,"2020-11-13 14:17:31.040452"
"255901","345","(950) 869 8924","2322","1",,,"2020-11-13 14:17:31.113790"
"255901","347","(950) 254 7666","2328","1",,,"2020-11-13 14:17:31.137312"
"255901","351","(950) 555 1473","2328","1",,,"2020-11-13 14:17:31.161253"
"255901","357","(950) 415 2525","2322","1",,,"2020-11-13 14:17:31.190120"
"255901","358","(950) 427 0562","2328",,,,"2020-11-13 14:17:31.201127"
"255901","358","(950) 744 0548","2327","1",,,"2020-11-13 14:17:31.201772"
"255901","362","(950) 762 6207","2322","1",,,"2020-11-13 14:17:31.227744"
"255901","364","(950) 109 6818","2322","1",,,"2020-11-13 14:17:31.236545"
"255901","367","(950) 050 9212","2322","1",,,"2020-11-13 14:17:31.257593"
"255901","367","(950) 493 2023","2326",,,,"2020-11-13 14:17:31.258348"
"255901","371","(950) 280 7631","2326","1",,,"2020-11-13 14:17:31.287380"
"255901","376","(950) 226 1688","2326",,,,"2020-11-13 14:17:31.312448"
"255901","376","(950) 039 3798","2328","1",,,"2020-11-13 14:17:31.313203"
"255901","377","(950) 314 1869","2322","1",,,"2020-11-13 14:17:31.326747"
"255901","377","(950) 050 0922","2328",,,,"2020-11-13 14:17:31.327636"
"255901","380","(950) 502 4243","2322","1",,,"2020-11-13 14:17:31.337106"
"255901","382","(950) 443 8831","2322","1",,,"2020-11-13 14:17:31.358942"
"255901","382","(950) 098 2714","2328",,,,"2020-11-13 14:17:31.359752"
"255901","386","(950) 276 2155","2328","1",,,"2020-11-13 14:17:31.392840"
"255901","390","(950) 855 4087","2322","1",,,"2020-11-13 14:17:31.418674"
"255901","526","(950) 542 5120","2322","1",,,"2020-11-13 14:17:32.294778"
"255901","526","(950) 637 0956","2328",,,,"2020-11-13 14:17:32.295415"
"255901","529","(950) 578 0742","2322","1",,,"2020-11-13 14:17:32.320380"
"255901","534","(950) 118 5919","2322","1",,,"2020-11-13 14:17:32.344380"
"255901","537","(950) 497 3244","2328","1",,,"2020-11-13 14:17:32.370214"
"255901","544","(950) 678 5718","2326","1",,,"2020-11-13 14:17:32.394391"
"255901","548","(950) 990 1783","2322","1",,,"2020-11-13 14:17:32.424438"
"255901","551","(950) 440 2725","2322","1",,,"2020-11-13 14:17:32.445883"
"255901","554","(950) 189 7395","2322","1",,,"2020-11-13 14:17:32.467544"
"255901","557","(950) 541 0439","2322","1",,,"2020-11-13 14:17:32.496688"
"255901","560","(950) 733 6025","2326","1",,,"2020-11-13 14:17:32.522689"
"255901","563","(950) 376 7688","2328","1",,,"2020-11-13 14:17:32.547381"
"255901","568","(950) 034 2719","2328","1",,,"2020-11-13 14:17:32.575662"
"255901","571","(950) 533 0163","2328","1",,,"2020-11-13 14:17:32.599786"
"255901","575","(950) 653 6752","2322","1",,,"2020-11-13 14:17:32.628178"
"255901","578","(950) 723 1800","2326",,,,"2020-11-13 14:17:32.651132"
"255901","578","(950) 500 4621","2328","1",,,"2020-11-13 14:17:32.651872"
"255901","585","(950) 908 7461","2328","1",,,"2020-11-13 14:17:32.690113"
"255901","586","(950) 395 6677","2322",,,,"2020-11-13 14:17:32.705946"
"255901","586","(950) 246 4931","2326","1",,,"2020-11-13 14:17:32.706661"
"255901","591","(950) 348 5195","2328","1",,,"2020-11-13 14:17:32.729536"
"255901","595","(950) 620 6084","2322","1",,,"2020-11-13 14:17:32.756788"
"255901","597","(950) 791 9757","2326",,,,"2020-11-13 14:17:32.773392"
"255901","597","(950) 326 5640","2328","1",,,"2020-11-13 14:17:32.774185"
"255901","599","(950) 526 7116","2322","1",,,"2020-11-13 14:17:32.781343"
"255901","602","(950) 717 1402","2328",,,,"2020-11-13 14:17:32.807815"
"255901","602","(950) 161 6136","2329","1",,,"2020-11-13 14:17:32.808524"
"255901","607","(950) 978 5570","2322",,,,"2020-11-13 14:17:32.835928"
"255901","607","(950) 685 1680","2326","1",,,"2020-11-13 14:17:32.836754"
"255901","610","(950) 024 2800","2326","1",,,"2020-11-13 14:17:32.858165"
"255901","614","(950) 519 2796","2322","1",,,"2020-11-13 14:17:32.885652"
"255901","620","(950) 768 0978","2322","1",,,"2020-11-13 14:17:32.920725"
"255901","623","(950) 810 6699","2322","1",,,"2020-11-13 14:17:32.937390"
"255901","624","(950) 007 3664","2326","1",,,"2020-11-13 14:17:32.959874"
"255901","629","(950) 165 8653","2326","1",,,"2020-11-13 14:17:32.976393"
"255901","629","(950) 415 1825","2328",,,,"2020-11-13 14:17:32.977209"
"255901","630","(950) 410 4267","2322","1",,,"2020-11-13 14:17:32.986156"
"255901","630","(950) 519 9291","2328",,,,"2020-11-13 14:17:32.986957"
"255901","633","(950) 701 0285","2322","1",,,"2020-11-13 14:17:33.013829"
"255901","635","(950) 298 1398","2326","1",,,"2020-11-13 14:17:33.021346"
"255901","637","(950) 685 3600","2323",,,,"2020-11-13 14:17:33.050162"
"255901","637","(950) 666 6876","2322","1",,,"2020-11-13 14:17:33.050831"
"255901","641","(950) 001 4620","2322","1",,,"2020-11-13 14:17:33.076219"
"255901","647","(950) 736 3881","2328","1",,,"2020-11-13 14:17:33.100884"
"255901","649","(950) 768 4899","2328","1",,,"2020-11-13 14:17:33.125098"
"255901","653","(950) 428 7736","2328","1",,,"2020-11-13 14:17:33.147604"
"255901","657","(950) 433 1054","2323",,,,"2020-11-13 14:17:33.174785"
"255901","657","(950) 925 0597","2322","1",,,"2020-11-13 14:17:33.175664"
"255901","661","(950) 935 9166","2328","1",,,"2020-11-13 14:17:33.198131"
"255901","666","(950) 545 6052","2322","1",,,"2020-11-13 14:17:33.224518"
"255901","666","(950) 491 4969","2326",,,,"2020-11-13 14:17:33.225129"
"255901","670","(950) 861 6721","2322","1",,,"2020-11-13 14:17:33.248486"
"255901","673","(950) 856 4234","2322","1",,,"2020-11-13 14:17:33.273989"
"255901","677","(950) 200 4102","2322","1",,,"2020-11-13 14:17:33.298044"
"255901","681","(950) 851 6019","2322","1",,,"2020-11-13 14:17:33.317833"
"255901","682","(950) 728 2180","2322",,,,"2020-11-13 14:17:33.326572"
"255901","682","(950) 697 6286","2326","1",,,"2020-11-13 14:17:33.327299"
"255901","685","(950) 480 1172","2322","1",,,"2020-11-13 14:17:33.347074"
"255901","688","(950) 721 3304","2326","1",,,"2020-11-13 14:17:33.371466"
"255901","694","(950) 103 0148","2328","1",,,"2020-11-13 14:17:33.397920"
"255901","697","(950) 415 0355","2328","1",,,"2020-11-13 14:17:33.417875"
"255901","703","(950) 165 7054","2326",,,,"2020-11-13 14:17:33.448413"
"255901","703","(950) 745 5475","2328","1",,,"2020-11-13 14:17:33.449091"
"255901","705","(950) 545 0717","2328","1",,,"2020-11-13 14:17:33.470644"
"255901","709","(950) 102 7319","2322","1",,,"2020-11-13 14:17:33.497330"
"255901","713","(950) 982 4343","2328","1",,,"2020-11-13 14:17:33.522701"
"255901","719","(950) 661 2252","2322","1",,,"2020-11-13 14:17:33.548727"
"255901","722","(950) 403 5331","2323","1",,,"2020-11-13 14:17:33.573857"
"255901","722","(950) 734 2210","2326",,,,"2020-11-13 14:17:33.574658"
"255901","725","(950) 351 3841","2326","1",,,"2020-11-13 14:17:33.600395"
"255901","729","(950) 696 0651","2322","1",,,"2020-11-13 14:17:33.626520"
"255901","729","(950) 534 0634","2328",,,,"2020-11-13 14:17:33.627180"
"255901","732","(950) 488 7573","2322","1",,,"2020-11-13 14:17:33.649596"
"255901","737","(950) 270 9554","2322","1",,,"2020-11-13 14:17:33.675592"
"255901","739","(950) 329 3935","2322",,,,"2020-11-13 14:17:33.700251"
"255901","739","(950) 672 5684","2326","1",,,"2020-11-13 14:17:33.701070"
"255901","745","(950) 084 5756","2326",,,,"2020-11-13 14:17:33.725914"
"255901","745","(950) 814 0939","2328","1",,,"2020-11-13 14:17:33.726582"
"255901","754","(950) 158 2155","2322","1",,,"2020-11-13 14:17:33.776638"
"255901","756","(950) 101 8345","2322",,,,"2020-11-13 14:17:33.800454"
"255901","756","(950) 103 3563","2328","1",,,"2020-11-13 14:17:33.801139"
"255901","759","(950) 552 2653","2326","1",,,"2020-11-13 14:17:33.829706"
"255901","765","(950) 400 8950","2322","1",,,"2020-11-13 14:17:33.862638"
"255901","769","(950) 858 7862","2328","1",,,"2020-11-13 14:17:33.890097"
"255901","779","(950) 376 0861","2322","1",,,"2020-11-13 14:17:33.961936"
"255901","781","(950) 183 8446","2326","1",,,"2020-11-13 14:17:33.971242"
"255901","782","(950) 726 7300","2322","1",,,"2020-11-13 14:17:33.980322"
"255901","782","(950) 357 0726","2326",,,,"2020-11-13 14:17:33.981236"
"255901","788","(950) 841 5716","2328","1",,,"2020-11-13 14:17:34.014217"
"255901","789","(950) 458 8680","2326","1",,,"2020-11-13 14:17:34.028746"
"255901","790","(950) 157 5533","2326","1",,,"2020-11-13 14:17:34.038146"
"255901","796","(950) 143 8414","2322","1",,,"2020-11-13 14:17:34.064226"
"255901","803","(950) 632 9266","2323",,,,"2020-11-13 14:17:34.113423"
"255901","803","(950) 438 7902","2322","1",,,"2020-11-13 14:17:34.114352"
"255901","807","(950) 090 2820","2323",,,,"2020-11-13 14:17:34.136944"
"255901","807","(950) 565 2446","2322","1",,,"2020-11-13 14:17:34.137686"
"255901","810","(950) 786 5489","2322","1",,,"2020-11-13 14:17:34.160910"
"255901","814","(950) 628 7257","2328",,,,"2020-11-13 14:17:34.190546"
"255901","814","(950) 987 8510","2329","1",,,"2020-11-13 14:17:34.191498"
"255901","818","(950) 122 2750","2328","1",,,"2020-11-13 14:17:34.213635"
"255901","826","(950) 395 4086","2322","1",,,"2020-11-13 14:17:34.271685"
"255901","826","(950) 305 7040","2326",,,,"2020-11-13 14:17:34.272369"
"255901","828","(950) 935 4677","2326","1",,,"2020-11-13 14:17:34.291047"
"255901","834","(950) 332 8027","2322",,,,"2020-11-13 14:17:34.316104"
"255901","834","(950) 162 8119","2326","1",,,"2020-11-13 14:17:34.316878"
"255901","835","(950) 697 9616","2328","1",,,"2020-11-13 14:17:34.322352"
"255901","836","(950) 870 0126","2322","1",,,"2020-11-13 14:17:34.342242"
"255901","836","(950) 940 3529","2326",,,,"2020-11-13 14:17:34.343070"
"255901","841","(950) 439 8091","2326","1",,,"2020-11-13 14:17:34.366425"
"255901","843","(950) 613 3206","2328","1",,,"2020-11-13 14:17:34.374389"
"255901","844","(950) 052 4648","2322","1",,,"2020-11-13 14:17:34.391561"
"255901","846","(950) 133 2094","2322","1",,,"2020-11-13 14:17:34.400852"
"255901","846","(950) 316 9104","2326",,,,"2020-11-13 14:17:34.401604"
"255901","848","(950) 978 1827","2326","1",,,"2020-11-13 14:17:34.415189"
"255901","849","(950) 177 2059","2322","1",,,"2020-11-13 14:17:34.427943"
"255901","849","(950) 901 8416","2328",,,,"2020-11-13 14:17:34.428653"
"255901","853","(950) 322 2476","2326","1",,,"2020-11-13 14:17:34.446177"
"255901","853","(950) 397 8531","2328",,,,"2020-11-13 14:17:34.446933"
"255901","854","(950) 617 0589","2326","1",,,"2020-11-13 14:17:34.455495"
"255901","856","(950) 314 1885","2328","1",,,"2020-11-13 14:17:34.464759"
"255901","742","(950) 405 9060","2328","1",,,"2020-11-13 14:17:33.704332"
"255901","743","(950) 333 2460","2322","1",,,"2020-11-13 14:17:33.721691"
"255901","743","(950) 402 2395","2328",,,,"2020-11-13 14:17:33.722614"
"255901","746","(950) 503 1955","2326",,,,"2020-11-13 14:17:33.730435"
"255901","746","(950) 044 7932","2327","1",,,"2020-11-13 14:17:33.731092"
"255901","748","(950) 838 6878","2326","1",,,"2020-11-13 14:17:33.750601"
"255901","752","(950) 195 3983","2322","1",,,"2020-11-13 14:17:33.774085"
"255901","753","(950) 995 9794","2323",,,,"2020-11-13 14:17:33.801082"
"255901","753","(950) 837 5377","2322","1",,,"2020-11-13 14:17:33.801779"
"255901","760","(950) 121 8316","2322","1",,,"2020-11-13 14:17:33.824388"
"255901","761","(950) 139 8939","2326","1",,,"2020-11-13 14:17:33.832784"
"255901","764","(950) 452 9981","2322","1",,,"2020-11-13 14:17:33.854393"
"255901","766","(950) 903 2803","2326","1",,,"2020-11-13 14:17:33.866824"
"255901","768","(950) 580 3111","2322",,,,"2020-11-13 14:17:33.882600"
"255901","768","(950) 168 5778","2328","1",,,"2020-11-13 14:17:33.883229"
"255901","773","(950) 737 5395","2323",,,,"2020-11-13 14:17:33.911707"
"255901","773","(950) 438 7941","2322","1",,,"2020-11-13 14:17:33.912545"
"255901","776","(950) 406 4164","2326","1",,,"2020-11-13 14:17:33.936543"
"255901","776","(950) 034 3144","2328",,,,"2020-11-13 14:17:33.937169"
"255901","778","(950) 893 5389","2322","1",,,"2020-11-13 14:17:33.951908"
"255901","784","(950) 922 9740","2322","1",,,"2020-11-13 14:17:33.986841"
"255901","787","(950) 675 6096","2326",,,,"2020-11-13 14:17:34.015953"
"255901","787","(950) 421 4080","2327","1",,,"2020-11-13 14:17:34.016914"
"255901","792","(950) 218 4231","2326","1",,,"2020-11-13 14:17:34.042824"
"255901","793","(950) 800 7064","2323","1",,,"2020-11-13 14:17:34.057492"
"255901","793","(950) 513 9384","2322",,,,"2020-11-13 14:17:34.058195"
"255901","795","(950) 469 8131","2322","1",,,"2020-11-13 14:17:34.068497"
"255901","795","(950) 190 3922","2326",,,,"2020-11-13 14:17:34.069160"
"255901","799","(950) 709 8331","2322","1",,,"2020-11-13 14:17:34.085452"
"255901","811","(950) 188 4157","2326","1",,,"2020-11-13 14:17:34.165776"
"255901","816","(950) 301 2905","2326","1",,,"2020-11-13 14:17:34.208974"
"255901","819","(950) 093 1280","2322",,,,"2020-11-13 14:17:34.219723"
"255901","819","(950) 679 4073","2326","1",,,"2020-11-13 14:17:34.220508"
"255901","822","(950) 186 4832","2322","1",,,"2020-11-13 14:17:34.239836"
"255901","822","(950) 444 7786","2326",,,,"2020-11-13 14:17:34.241291"
"255901","824","(950) 807 7178","2322","1",,,"2020-11-13 14:17:34.263194"
"255901","824","(950) 498 8488","2326",,,,"2020-11-13 14:17:34.263881"
"255901","830","(950) 192 5652","2328","1",,,"2020-11-13 14:17:34.297487"
"255901","845","(950) 795 3256","2328","1",,,"2020-11-13 14:17:34.391955"
"255901","851","(950) 491 1982","2326","1",,,"2020-11-13 14:17:34.417207"
"255901","857","(950) 619 9600","2326",,,,"2020-11-13 14:17:34.480227"
"255901","857","(950) 055 7244","2327","1",,,"2020-11-13 14:17:34.480841"
"255901","864","(950) 852 8956","2322","1",,,"2020-11-13 14:17:34.520933"
"255901","866","(950) 895 3215","2322","1",,,"2020-11-13 14:17:34.529078"
"255901","869","(950) 729 0685","2326","1",,,"2020-11-13 14:17:34.552277"
"255901","873","(950) 377 7870","2326","1",,,"2020-11-13 14:17:34.580204"
"255901","878","(950) 647 5166","2328","1",,,"2020-11-13 14:17:34.605763"
"255901","878","(950) 158 2646","2329",,,,"2020-11-13 14:17:34.606437"
"255901","881","(950) 124 0576","2326","1",,,"2020-11-13 14:17:34.623530"
"255901","884","(950) 293 5517","2328","1",,,"2020-11-13 14:17:34.646142"
"255901","889","(950) 529 0328","2322","1",,,"2020-11-13 14:17:34.672102"
"255901","892","(950) 396 6805","2322","1",,,"2020-11-13 14:17:34.697266"
"255901","894","(950) 358 1308","2322","1",,,"2020-11-13 14:17:34.715607"
"255901","900","(950) 837 6344","2322","1",,,"2020-11-13 14:17:34.748417"
"255901","904","(950) 716 5187","2322","1",,,"2020-11-13 14:17:34.787138"
"255901","904","(950) 901 8528","2326",,,,"2020-11-13 14:17:34.787879"
"255901","908","(950) 101 3940","2326",,,,"2020-11-13 14:17:34.811727"
"255901","908","(950) 746 8916","2328","1",,,"2020-11-13 14:17:34.812405"
"255901","913","(950) 068 0327","2322","1",,,"2020-11-13 14:17:34.836177"
"255901","916","(950) 373 4308","2322","1",,,"2020-11-13 14:17:34.864749"
"255901","922","(950) 568 6099","2322","1",,,"2020-11-13 14:17:34.888454"
"255901","925","(950) 165 7325","2326","1",,,"2020-11-13 14:17:34.912016"
"255901","928","(950) 850 9592","2322","1",,,"2020-11-13 14:17:34.937753"
"255901","931","(950) 694 7633","2322",,,,"2020-11-13 14:17:34.963454"
"255901","931","(950) 628 0718","2328","1",,,"2020-11-13 14:17:34.964163"
"255901","937","(950) 194 1442","2322",,,,"2020-11-13 14:17:34.989758"
"255901","937","(950) 528 9603","2328","1",,,"2020-11-13 14:17:34.990523"
"255901","948","(950) 408 3012","2326","1",,,"2020-11-13 14:17:35.060886"
"255901","956","(950) 490 5921","2322","1",,,"2020-11-13 14:17:35.110603"
"255901","956","(950) 580 5777","2326",,,,"2020-11-13 14:17:35.111390"
"255901","959","(950) 717 2231","2322","1",,,"2020-11-13 14:17:35.127731"
"255901","775","(950) 923 8089","2322","1",,,"2020-11-13 14:17:33.934852"
"255901","777","(950) 930 7897","2322",,,,"2020-11-13 14:17:33.947213"
"255901","777","(950) 746 3653","2326","1",,,"2020-11-13 14:17:33.947938"
"255901","780","(950) 469 3556","2322",,,,"2020-11-13 14:17:33.959855"
"255901","780","(950) 354 5030","2326","1",,,"2020-11-13 14:17:33.960456"
"255901","783","(950) 677 0736","2322","1",,,"2020-11-13 14:17:33.986618"
"255901","785","(950) 695 4234","2322","1",,,"2020-11-13 14:17:34.001584"
"255901","786","(950) 513 0211","2322","1",,,"2020-11-13 14:17:34.009710"
"255901","786","(950) 677 6170","2326",,,,"2020-11-13 14:17:34.010574"
"255901","791","(950) 585 8590","2322",,,,"2020-11-13 14:17:34.036275"
"255901","791","(950) 000 3882","2328","1",,,"2020-11-13 14:17:34.036972"
"255901","794","(950) 507 7897","2328","1",,,"2020-11-13 14:17:34.062268"
"255901","797","(950) 752 4939","2328","1",,,"2020-11-13 14:17:34.085176"
"255901","800","(950) 745 8657","2322","1",,,"2020-11-13 14:17:34.093741"
"255901","801","(950) 302 5334","2322","1",,,"2020-11-13 14:17:34.112236"
"255901","804","(950) 909 2043","2322","1",,,"2020-11-13 14:17:34.120072"
"255901","804","(950) 403 1538","2328",,,,"2020-11-13 14:17:34.120676"
"255901","805","(950) 139 9382","2328","1",,,"2020-11-13 14:17:34.135486"
"255901","808","(950) 702 1655","2322","1",,,"2020-11-13 14:17:34.148004"
"255901","808","(950) 701 3633","2328",,,,"2020-11-13 14:17:34.148626"
"255901","809","(950) 731 9252","2326","1",,,"2020-11-13 14:17:34.163148"
"255901","812","(950) 195 0891","2322","1",,,"2020-11-13 14:17:34.177384"
"255901","813","(950) 947 6082","2322","1",,,"2020-11-13 14:17:34.190300"
"255901","817","(950) 446 4811","2326","1",,,"2020-11-13 14:17:34.213873"
"255901","820","(950) 613 9385","2322","1",,,"2020-11-13 14:17:34.236087"
"255901","820","(950) 454 9162","2326",,,,"2020-11-13 14:17:34.236850"
"255901","823","(950) 714 5588","2326",,,,"2020-11-13 14:17:34.246659"
"255901","823","(950) 865 7917","2328","1",,,"2020-11-13 14:17:34.247309"
"255901","827","(950) 278 5762","2326","1",,,"2020-11-13 14:17:34.265374"
"255901","827","(950) 272 4077","2328",,,,"2020-11-13 14:17:34.266055"
"255901","832","(950) 166 5892","2322","1",,,"2020-11-13 14:17:34.296562"
"255901","832","(950) 710 5194","2326",,,,"2020-11-13 14:17:34.297555"
"255901","831","(950) 707 5267","2322","1",,,"2020-11-13 14:17:34.314014"
"255901","831","(950) 283 9908","2328",,,,"2020-11-13 14:17:34.314752"
"255901","833","(950) 164 6153","2326","1",,,"2020-11-13 14:17:34.321063"
"255901","837","(950) 217 7915","2328","1",,,"2020-11-13 14:17:34.341513"
"255901","838","(950) 592 1938","2322","1",,,"2020-11-13 14:17:34.348661"
"255901","840","(950) 657 2318","2322",,,,"2020-11-13 14:17:34.365228"
"255901","840","(950) 518 8901","2326","1",,,"2020-11-13 14:17:34.365982"
"255901","842","(950) 116 9182","2326","1",,,"2020-11-13 14:17:34.373956"
"255901","847","(950) 887 1436","2322",,,,"2020-11-13 14:17:34.401116"
"255901","847","(950) 426 7341","2326","1",,,"2020-11-13 14:17:34.401833"
"255901","850","(950) 022 4954","2322","1",,,"2020-11-13 14:17:34.426647"
"255901","852","(950) 386 5458","2328","1",,,"2020-11-13 14:17:34.440961"
"255901","855","(950) 001 7863","2322","1",,,"2020-11-13 14:17:34.454414"
"255901","860","(950) 184 5174","2322",,,,"2020-11-13 14:17:34.480625"
"255901","860","(950) 648 3878","2326","1",,,"2020-11-13 14:17:34.481300"
"255901","859","(950) 703 5578","2322","1",,,"2020-11-13 14:17:34.489473"
"255901","861","(950) 687 8651","2323",,,,"2020-11-13 14:17:34.500397"
"255901","861","(950) 471 1207","2322","1",,,"2020-11-13 14:17:34.503541"
"255901","863","(950) 763 2811","2322",,,,"2020-11-13 14:17:34.510065"
"255901","863","(950) 253 1567","2326","1",,,"2020-11-13 14:17:34.510714"
"255901","868","(950) 345 4198","2326",,,,"2020-11-13 14:17:34.547884"
"255901","868","(950) 723 7310","2328","1",,,"2020-11-13 14:17:34.548514"
"255901","871","(950) 529 4656","2322","1",,,"2020-11-13 14:17:34.567096"
"255901","872","(950) 713 1113","2323","1",,,"2020-11-13 14:17:34.575342"
"255901","872","(950) 370 7570","2326",,,,"2020-11-13 14:17:34.575995"
"255901","876","(950) 859 9093","2323","1",,,"2020-11-13 14:17:34.598582"
"255901","876","(950) 885 9297","2326",,,,"2020-11-13 14:17:34.599654"
"255901","879","(950) 620 2627","2326",,,,"2020-11-13 14:17:34.620811"
"255901","879","(950) 557 5300","2328","1",,,"2020-11-13 14:17:34.621549"
"255901","882","(950) 930 0717","2328",,,,"2020-11-13 14:17:34.633470"
"255901","882","(950) 713 7570","2327","1",,,"2020-11-13 14:17:34.634274"
"255901","885","(950) 071 7191","2322","1",,,"2020-11-13 14:17:34.646556"
"255901","886","(950) 061 8339","2322","1",,,"2020-11-13 14:17:34.671700"
"255901","891","(950) 115 1771","2322","1",,,"2020-11-13 14:17:34.696795"
"255901","896","(950) 717 8231","2326","1",,,"2020-11-13 14:17:34.721402"
"255901","898","(950) 216 1823","2322","1",,,"2020-11-13 14:17:34.742973"
"255901","898","(950) 118 0585","2326",,,,"2020-11-13 14:17:34.743623"
"255901","903","(950) 469 3089","2326","1",,,"2020-11-13 14:17:34.753033"
"255901","901","(950) 873 0641","2323","1",,,"2020-11-13 14:17:34.770515"
"255901","901","(950) 757 6513","2322",,,,"2020-11-13 14:17:34.771538"
"255901","907","(950) 447 6575","2322","1",,,"2020-11-13 14:17:34.789657"
"255901","912","(950) 845 1000","2322",,,,"2020-11-13 14:17:34.820710"
"255901","912","(950) 956 2351","2328","1",,,"2020-11-13 14:17:34.821349"
"255901","911","(950) 779 0212","2322","1",,,"2020-11-13 14:17:34.836319"
"255901","915","(950) 041 5321","2326","1",,,"2020-11-13 14:17:34.844668"
"255901","918","(950) 824 4393","2322","1",,,"2020-11-13 14:17:34.863246"
"255901","918","(950) 318 3337","2328",,,,"2020-11-13 14:17:34.864025"
"255901","920","(950) 355 2392","2326","1",,,"2020-11-13 14:17:34.870201"
"255901","921","(950) 610 1825","2328","1",,,"2020-11-13 14:17:34.885501"
"255901","923","(950) 264 6425","2322","1",,,"2020-11-13 14:17:34.894994"
"255901","923","(950) 586 3171","2326",,,,"2020-11-13 14:17:34.895652"
"255901","924","(950) 159 1641","2322",,,,"2020-11-13 14:17:34.912014"
"255901","924","(950) 403 3386","2328","1",,,"2020-11-13 14:17:34.912644"
"255901","926","(950) 119 2312","2322","1",,,"2020-11-13 14:17:34.920328"
"255901","930","(950) 448 2836","2328","1",,,"2020-11-13 14:17:34.942548"
"255901","932","(950) 572 6598","2326","1",,,"2020-11-13 14:17:34.963440"
"255901","934","(950) 318 5864","2322","1",,,"2020-11-13 14:17:34.975354"
"255901","934","(950) 072 7520","2328",,,,"2020-11-13 14:17:34.976255"
"255901","936","(950) 646 1305","2326","1",,,"2020-11-13 14:17:34.986253"
"255901","939","(950) 179 2766","2322",,,,"2020-11-13 14:17:35.011389"
"255901","939","(950) 296 4931","2328","1",,,"2020-11-13 14:17:35.012010"
"255901","942","(950) 785 5809","2322","1",,,"2020-11-13 14:17:35.020209"
"255901","945","(950) 997 1596","2328","1",,,"2020-11-13 14:17:35.035723"
"255901","949","(950) 548 3940","2322","1",,,"2020-11-13 14:17:35.062844"
"255901","949","(950) 700 3157","2326",,,,"2020-11-13 14:17:35.063440"
"255901","950","(950) 430 0638","2322","1",,,"2020-11-13 14:17:35.071327"
"255901","951","(950) 369 5470","2328","1",,,"2020-11-13 14:17:35.078761"
"255901","953","(950) 547 1997","2322","1",,,"2020-11-13 14:17:35.087558"
"255901","953","(950) 283 2359","2328",,,,"2020-11-13 14:17:35.088430"
"255901","954","(950) 781 0286","2322","1",,,"2020-11-13 14:17:35.096308"
"255901","958","(950) 483 6736","2326","1",,,"2020-11-13 14:17:35.121420"
"255901","960","(950) 288 0512","2322","1",,,"2020-11-13 14:17:35.134700"
"255901","960","(950) 689 0860","2326",,,,"2020-11-13 14:17:35.135295"
"255901","1","(950) 362 6387","2328","1",,,"2020-11-13 14:17:28.517564"
"255901","5","(950) 558 1172","2328","1",,,"2020-11-13 14:17:28.552699"
"255901","9","(950) 237 0558","2323","1",,,"2020-11-13 14:17:28.579486"
"255901","9","(950) 293 0770","2322",,,,"2020-11-13 14:17:28.580189"
"255901","25","(950) 905 3907","2322",,,,"2020-11-13 14:17:28.678230"
"255901","25","(950) 955 6611","2328","1",,,"2020-11-13 14:17:28.681012"
"255901","28","(950) 788 1183","2328","1",,,"2020-11-13 14:17:28.703615"
"255901","50","(950) 062 5162","2328","1",,,"2020-11-13 14:17:28.848743"
"255901","62","(950) 809 5795","2322",,,,"2020-11-13 14:17:28.934780"
"255901","62","(950) 990 1673","2326","1",,,"2020-11-13 14:17:28.935524"
"255901","67","(950) 621 4898","2328","1",,,"2020-11-13 14:17:28.964506"
"255901","92","(950) 793 8013","2323","1",,,"2020-11-13 14:17:29.144286"
"255901","92","(950) 977 5957","2326",,,,"2020-11-13 14:17:29.144994"
"255901","106","(950) 917 1239","2322",,,,"2020-11-13 14:17:29.243329"
"255901","106","(950) 382 2746","2326","1",,,"2020-11-13 14:17:29.243981"
"255901","113","(950) 961 7606","2322",,,,"2020-11-13 14:17:29.298892"
"255901","113","(950) 700 6879","2326","1",,,"2020-11-13 14:17:29.299652"
"255901","126","(950) 245 0099","2322",,,,"2020-11-13 14:17:29.382407"
"255901","126","(950) 141 9393","2328","1",,,"2020-11-13 14:17:29.383028"
"255901","139","(950) 761 1632","2322","1",,,"2020-11-13 14:17:29.459186"
"255901","143","(950) 593 8519","2322","1",,,"2020-11-13 14:17:29.485419"
"255901","143","(950) 926 3821","2326",,,,"2020-11-13 14:17:29.486085"
"255901","160","(950) 323 1761","2323",,,,"2020-11-13 14:17:29.605572"
"255901","160","(950) 309 0570","2322","1",,,"2020-11-13 14:17:29.606318"
"255901","166","(950) 518 4248","2322",,,,"2020-11-13 14:17:29.861610"
"255901","166","(950) 321 0727","2328","1",,,"2020-11-13 14:17:29.862487"
"255901","168","(950) 396 7021","2322","1",,,"2020-11-13 14:17:29.883072"
"255901","183","(950) 168 5113","2322","1",,,"2020-11-13 14:17:30.002632"
"255901","185","(950) 053 8799","2322","1",,,"2020-11-13 14:17:30.039700"
"255901","185","(950) 643 5919","2326",,,,"2020-11-13 14:17:30.040384"
"255901","190","(950) 867 1563","2326","1",,,"2020-11-13 14:17:30.070668"
"255901","193","(950) 887 4326","2328","1",,,"2020-11-13 14:17:30.091525"
