parentusi,telephonenumber,telephonenumbertypedescriptorid,orderofpriority,textmessagecapabilityindicator,donotpublishindicator,createdate
"581","(950) 680 7604","2325","1",,,"2020-11-13 14:15:51.328716"
"582","(950) 112 8383","2323","1",,,"2020-11-13 14:15:51.335310"
"586","(950) 635 4352","2324","1",,,"2020-11-13 14:15:51.357090"
"588","(950) 675 3327","2324","1",,,"2020-11-13 14:15:51.363798"
"588","(950) 325 5569","2325",,,,"2020-11-13 14:15:51.364383"
"589","(950) 928 0575","2323","1",,,"2020-11-13 14:15:51.374582"
"589","(950) 056 9194","2328",,,,"2020-11-13 14:15:51.375151"
"592","(950) 909 2355","2322","1",,,"2020-11-13 14:15:51.386050"
"593","(950) 677 7380","2323","1",,,"2020-11-13 14:15:51.395999"
"596","(950) 379 7106","2327","1",,,"2020-11-13 14:15:51.407237"
"597","(950) 205 6268","2327","1",,,"2020-11-13 14:15:51.421600"
"599","(950) 638 1898","2323","1",,,"2020-11-13 14:15:51.432840"
"601","(950) 766 6078","2325","1",,,"2020-11-13 14:15:51.442350"
"604","(950) 915 1029","2325","1",,,"2020-11-13 14:15:51.455998"
"605","(950) 509 6931","2323","1",,,"2020-11-13 14:15:51.465712"
"607","(950) 960 8311","2326","1",,,"2020-11-13 14:15:51.478722"
"610","(950) 910 4986","2327",,,,"2020-11-13 14:15:51.491996"
"610","(950) 912 2850","2329","1",,,"2020-11-13 14:15:51.492605"
"612","(950) 917 5966","2329","1",,,"2020-11-13 14:15:51.503366"
"615","(950) 094 9203","2329","1",,,"2020-11-13 14:15:51.520176"
"617","(950) 346 2561","2324","1",,,"2020-11-13 14:15:51.527267"
"618","(950) 282 1129","2325","1",,,"2020-11-13 14:15:51.537766"
"620","(950) 042 6485","2323","1",,,"2020-11-13 14:15:51.549770"
"626","(950) 805 6066","2322","1",,,"2020-11-13 14:15:51.582012"
"629","(950) 063 9082","2324","1",,,"2020-11-13 14:15:51.597951"
"630","(950) 661 7340","2323","1",,,"2020-11-13 14:15:51.604641"
"632","(950) 092 7836","2322","1",,,"2020-11-13 14:15:51.613202"
"635","(950) 288 7662","2323",,,,"2020-11-13 14:15:51.633981"
"635","(950) 782 4725","2325","1",,,"2020-11-13 14:15:51.634612"
"638","(950) 109 2185","2326","1",,,"2020-11-13 14:15:51.652595"
"641","(950) 207 0056","2324","1",,,"2020-11-13 14:15:51.666479"
"642","(950) 171 7580","2322","1",,,"2020-11-13 14:15:51.675125"
"644","(950) 100 2826","2323","1",,,"2020-11-13 14:15:51.680919"
"644","(950) 281 9338","2324",,,,"2020-11-13 14:15:51.681470"
"646","(950) 510 4265","2323","1",,,"2020-11-13 14:15:51.696093"
"648","(950) 824 4916","2327","1",,,"2020-11-13 14:15:51.704182"
"648","(950) 548 2381","2329",,,,"2020-11-13 14:15:51.704697"
"649","(950) 064 1989","2324","1",,,"2020-11-13 14:15:51.717715"
"652","(950) 401 4823","2326","1",,,"2020-11-13 14:15:51.731860"
"652","(950) 509 1147","2324",,,,"2020-11-13 14:15:51.732519"
"654","(950) 039 3466","2329","1",,,"2020-11-13 14:15:51.742773"
"658","(950) 973 0988","2327","1",,,"2020-11-13 14:15:52.006015"
"658","(950) 400 5975","2328",,,,"2020-11-13 14:15:52.006581"
"665","(950) 144 6395","2323","1",,,"2020-11-13 14:15:52.033470"
"666","(950) 091 5541","2324","1",,,"2020-11-13 14:15:52.051760"
"669","(950) 710 0124","2327","1",,,"2020-11-13 14:15:52.059428"
"669","(950) 975 0072","2328",,,,"2020-11-13 14:15:52.059981"
"670","(950) 267 8970","2327","1",,,"2020-11-13 14:15:52.075105"
"673","(950) 571 9981","2327","1",,,"2020-11-13 14:15:52.082148"
"674","(950) 171 3058","2324","1",,,"2020-11-13 14:15:52.094451"
"679","(950) 482 5845","2322","1",,,"2020-11-13 14:15:52.349853"
"682","(950) 140 1127","2326","1",,,"2020-11-13 14:15:52.370935"
"684","(950) 363 2334","2323","1",,,"2020-11-13 14:15:52.377798"
"684","(950) 698 3565","2324",,,,"2020-11-13 14:15:52.378344"
"687","(950) 358 3702","2322","1",,,"2020-11-13 14:15:52.395253"
"689","(950) 972 8822","2327","1",,,"2020-11-13 14:15:52.410786"
"691","(950) 290 7276","2328","1",,,"2020-11-13 14:15:52.420184"
"694","(950) 184 9806","2322","1",,,"2020-11-13 14:15:52.437966"
"696","(950) 893 2616","2327","1",,,"2020-11-13 14:15:52.447280"
"697","(950) 252 1208","2322","1",,,"2020-11-13 14:15:52.455412"
"699","(950) 218 4250","2328","1",,,"2020-11-13 14:15:52.464359"
"700","(950) 799 7901","2323","1",,,"2020-11-13 14:15:52.472600"
"702","(950) 119 2651","2326","1",,,"2020-11-13 14:15:52.478544"
"704","(950) 341 4294","2322","1",,,"2020-11-13 14:15:52.492440"
"706","(950) 910 1729","2322","1",,,"2020-11-13 14:15:52.500486"
"706","(950) 270 7552","2326",,,,"2020-11-13 14:15:52.502520"
"707","(950) 866 1673","2327","1",,,"2020-11-13 14:15:52.513619"
"709","(950) 156 5470","2329","1",,,"2020-11-13 14:15:52.521663"
"714","(950) 378 6480","2327","1",,,"2020-11-13 14:15:52.548771"
"714","(950) 707 6306","2328",,,,"2020-11-13 14:15:52.549294"
"715","(950) 825 5387","2323","1",,,"2020-11-13 14:15:52.561149"
"719","(950) 893 5273","2323","1",,,"2020-11-13 14:15:52.580549"
"721","(950) 461 7555","2325","1",,,"2020-11-13 14:15:52.587216"
"722","(950) 202 1917","2322","1",,,"2020-11-13 14:15:52.592805"
"723","(950) 394 2432","2327","1",,,"2020-11-13 14:15:52.600537"
"725","(950) 385 9970","2326","1",,,"2020-11-13 14:15:52.610461"
"726","(950) 790 5198","2325","1",,,"2020-11-13 14:15:52.617812"
"727","(950) 603 7028","2326","1",,,"2020-11-13 14:15:52.626163"
"729","(950) 729 9601","2325","1",,,"2020-11-13 14:15:52.631796"
"731","(950) 740 0370","2324","1",,,"2020-11-13 14:15:52.649418"
"731","(950) 788 7347","2325",,,,"2020-11-13 14:15:52.650075"
"733","(950) 341 1581","2328","1",,,"2020-11-13 14:15:52.656246"
"733","(950) 784 8339","2325",,,,"2020-11-13 14:15:52.656721"
"735","(950) 102 4352","2329","1",,,"2020-11-13 14:15:52.670494"
"737","(950) 284 2235","2326","1",,,"2020-11-13 14:15:52.676776"
"741","(950) 665 6266","2327","1",,,"2020-11-13 14:15:52.699781"
"743","(950) 034 7298","2328","1",,,"2020-11-13 14:15:52.715875"
"748","(950) 562 3531","2326","1",,,"2020-11-13 14:15:52.741573"
"751","(950) 045 1617","2323","1",,,"2020-11-13 14:15:52.764252"
"753","(950) 363 3124","2322","1",,,"2020-11-13 14:15:52.775762"
"753","(950) 634 5712","2327",,,,"2020-11-13 14:15:52.776310"
"755","(950) 295 0907","2325","1",,,"2020-11-13 14:15:52.787310"
"760","(950) 324 5582","2323",,,,"2020-11-13 14:15:52.819968"
"760","(950) 645 8870","2329","1",,,"2020-11-13 14:15:52.820509"
"763","(950) 848 3547","2323","1",,,"2020-11-13 14:15:52.831463"
"764","(950) 388 6683","2324","1",,,"2020-11-13 14:15:52.846131"
"769","(950) 401 8801","2323","1",,,"2020-11-13 14:15:52.866804"
"771","(950) 967 0303","2328","1",,,"2020-11-13 14:15:52.872170"
"771","(950) 873 5854","2324",,,,"2020-11-13 14:15:52.872794"
"775","(950) 405 7046","2326","1",,,"2020-11-13 14:15:52.894772"
"775","(950) 064 2947","2329",,,,"2020-11-13 14:15:52.895476"
"663","(950) 979 9506","2323","1",,,"2020-11-13 14:15:52.029784"
"667","(950) 824 2616","2323","1",,,"2020-11-13 14:15:52.052572"
"672","(950) 064 7519","2329","1",,,"2020-11-13 14:15:52.077639"
"672","(950) 143 9009","2324",,,,"2020-11-13 14:15:52.078159"
"677","(950) 860 0314","2323","1",,,"2020-11-13 14:15:52.102448"
"680","(950) 027 3311","2326",,,,"2020-11-13 14:15:52.350546"
"680","(950) 742 0184","2325","1",,,"2020-11-13 14:15:52.351049"
"683","(950) 329 3986","2326","1",,,"2020-11-13 14:15:52.371368"
"688","(950) 974 5977","2327",,,,"2020-11-13 14:15:52.401423"
"688","(950) 193 5637","2329","1",,,"2020-11-13 14:15:52.402037"
"690","(950) 547 2094","2325","1",,,"2020-11-13 14:15:52.413660"
"692","(950) 013 2231","2326","1",,,"2020-11-13 14:15:52.424593"
"695","(950) 874 2069","2326","1",,,"2020-11-13 14:15:52.441477"
"701","(950) 837 1258","2329","1",,,"2020-11-13 14:15:52.475106"
"703","(950) 303 8312","2324","1",,,"2020-11-13 14:15:52.489238"
"705","(950) 088 0170","2326","1",,,"2020-11-13 14:15:52.497384"
"708","(950) 430 9696","2325","1",,,"2020-11-13 14:15:52.513635"
"711","(950) 436 6819","2329","1",,,"2020-11-13 14:15:52.534731"
"713","(950) 225 7391","2326","1",,,"2020-11-13 14:15:52.541748"
"716","(950) 194 5811","2324","1",,,"2020-11-13 14:15:52.563746"
"716","(950) 567 0558","2325",,,,"2020-11-13 14:15:52.564314"
"718","(950) 517 8000","2327","1",,,"2020-11-13 14:15:52.571615"
"720","(950) 392 6335","2322","1",,,"2020-11-13 14:15:52.583115"
"730","(950) 725 5415","2325","1",,,"2020-11-13 14:15:52.637985"
"734","(950) 488 4084","2323","1",,,"2020-11-13 14:15:52.667977"
"736","(950) 888 4433","2326","1",,,"2020-11-13 14:15:52.675421"
"739","(950) 275 3813","2322","1",,,"2020-11-13 14:15:52.692067"
"740","(950) 534 8002","2327","1",,,"2020-11-13 14:15:52.697446"
"744","(950) 613 9078","2328","1",,,"2020-11-13 14:15:52.719067"
"745","(950) 505 3066","2327",,,,"2020-11-13 14:15:52.726369"
"745","(950) 161 1162","2325","1",,,"2020-11-13 14:15:52.727147"
"746","(950) 689 4686","2322","1",,,"2020-11-13 14:15:52.736959"
"749","(950) 404 1749","2328","1",,,"2020-11-13 14:15:52.750725"
"752","(950) 438 4248","2323","1",,,"2020-11-13 14:15:52.765151"
"754","(950) 412 6974","2325","1",,,"2020-11-13 14:15:52.779464"
"756","(950) 528 2653","2325","1",,,"2020-11-13 14:15:52.789880"
"757","(950) 715 7869","2329",,,,"2020-11-13 14:15:52.800285"
"757","(950) 772 3097","2324","1",,,"2020-11-13 14:15:52.801018"
"759","(950) 692 6688","2327","1",,,"2020-11-13 14:15:52.809784"
"762","(950) 603 2067","2328",,,,"2020-11-13 14:15:52.828494"
"762","(950) 288 7942","2325","1",,,"2020-11-13 14:15:52.829055"
"766","(950) 214 7180","2322","1",,,"2020-11-13 14:15:52.849250"
"768","(950) 783 0771","2328","1",,,"2020-11-13 14:15:52.865756"
"772","(950) 908 0080","2324","1",,,"2020-11-13 14:15:52.886771"
"778","(950) 551 0820","2323","1",,,"2020-11-13 14:15:52.912160"
"783","(950) 352 5603","2322","1",,,"2020-11-13 14:15:52.942923"
"783","(950) 545 4594","2329",,,,"2020-11-13 14:15:52.943478"
"785","(950) 859 9406","2327","1",,,"2020-11-13 14:15:52.950455"
"792","(950) 375 4127","2322",,,,"2020-11-13 14:15:52.989093"
"792","(950) 974 4121","2326","1",,,"2020-11-13 14:15:52.989779"
"794","(950) 485 3547","2322","1",,,"2020-11-13 14:15:52.999470"
"795","(950) 302 7740","2325","1",,,"2020-11-13 14:15:53.005438"
"797","(950) 812 0600","2323","1",,,"2020-11-13 14:15:53.011353"
"801","(950) 733 6699","2324","1",,,"2020-11-13 14:15:53.033917"
"804","(950) 097 9226","2323","1",,,"2020-11-13 14:15:53.050207"
"806","(950) 966 9189","2327","1",,,"2020-11-13 14:15:53.062898"
"809","(950) 503 3531","2323","1",,,"2020-11-13 14:15:53.073971"
"813","(950) 631 0586","2327","1",,,"2020-11-13 14:15:53.322940"
"817","(950) 366 4764","2328","1",,,"2020-11-13 14:15:53.343991"
"821","(950) 669 4008","2329","1",,,"2020-11-13 14:15:53.364145"
"824","(950) 680 9147","2324","1",,,"2020-11-13 14:15:53.385076"
"824","(950) 168 7992","2325",,,,"2020-11-13 14:15:53.385571"
"827","(950) 162 0308","2328","1",,,"2020-11-13 14:15:53.398459"
"829","(950) 693 5947","2326","1",,,"2020-11-13 14:15:53.407538"
"830","(950) 666 8078","2322",,,,"2020-11-13 14:15:53.416785"
"830","(950) 038 5628","2329","1",,,"2020-11-13 14:15:53.417375"
"833","(950) 822 2753","2323","1",,,"2020-11-13 14:15:53.427934"
"834","(950) 314 0415","2327","1",,,"2020-11-13 14:15:53.437960"
"837","(950) 556 4712","2325","1",,,"2020-11-13 14:15:53.449029"
"839","(950) 798 9364","2328","1",,,"2020-11-13 14:15:53.461277"
"839","(950) 316 0719","2325",,,,"2020-11-13 14:15:53.464354"
"841","(950) 642 7435","2329","1",,,"2020-11-13 14:15:53.471900"
"842","(950) 111 0474","2324","1",,,"2020-11-13 14:15:53.480406"
"844","(950) 137 0067","2323",,,,"2020-11-13 14:15:53.487870"
"844","(950) 105 4649","2326","1",,,"2020-11-13 14:15:53.488472"
"849","(950) 887 9569","2329","1",,,"2020-11-13 14:15:53.514649"
"851","(950) 017 8418","2324","1",,,"2020-11-13 14:15:53.529628"
"854","(950) 515 3620","2328","1",,,"2020-11-13 14:15:53.546879"
"859","(950) 506 4147","2326","1",,,"2020-11-13 14:15:53.572588"
"862","(950) 168 4453","2329","1",,,"2020-11-13 14:15:53.589886"
"865","(950) 626 8952","2324","1",,,"2020-11-13 14:15:53.597843"
"869","(950) 885 6723","2327","1",,,"2020-11-13 14:15:53.620245"
"869","(950) 500 7682","2328",,,,"2020-11-13 14:15:53.620783"
"871","(950) 261 4497","2329","1",,,"2020-11-13 14:15:53.634917"
"874","(950) 733 7662","2326",,,,"2020-11-13 14:15:53.651353"
"874","(950) 097 7189","2325","1",,,"2020-11-13 14:15:53.651962"
"875","(950) 426 6635","2323","1",,,"2020-11-13 14:15:53.658724"
"875","(950) 501 1522","2328",,,,"2020-11-13 14:15:53.659319"
"880","(950) 300 2373","2323","1",,,"2020-11-13 14:15:53.681644"
"881","(950) 044 0705","2322","1",,,"2020-11-13 14:15:53.686613"
"883","(950) 525 4766","2328","1",,,"2020-11-13 14:15:53.702707"
"885","(950) 795 7719","2322",,,,"2020-11-13 14:15:53.712325"
"885","(950) 344 4239","2325","1",,,"2020-11-13 14:15:53.713185"
"892","(950) 835 1409","2323","1",,,"2020-11-13 14:15:53.753901"
"895","(950) 959 6451","2326","1",,,"2020-11-13 14:15:53.771296"
"898","(950) 905 3734","2328","1",,,"2020-11-13 14:15:54.016030"
"901","(950) 397 9509","2327",,,,"2020-11-13 14:15:54.022341"
"901","(950) 441 6747","2329","1",,,"2020-11-13 14:15:54.022896"
"903","(950) 036 8246","2329","1",,,"2020-11-13 14:15:54.039089"
"906","(950) 371 7190","2328","1",,,"2020-11-13 14:15:54.052401"
"908","(950) 730 9542","2328","1",,,"2020-11-13 14:15:54.058105"
"910","(950) 799 9200","2328","1",,,"2020-11-13 14:15:54.077112"
"915","(950) 588 6753","2324","1",,,"2020-11-13 14:15:54.098336"
"919","(950) 033 1060","2323","1",,,"2020-11-13 14:15:54.117937"
"923","(950) 831 0035","2329","1",,,"2020-11-13 14:15:54.137948"
"926","(950) 178 0887","2322","1",,,"2020-11-13 14:15:54.155060"
"927","(950) 262 3599","2323","1",,,"2020-11-13 14:15:54.160956"
"927","(950) 614 0991","2325",,,,"2020-11-13 14:15:54.161514"
"933","(950) 629 8243","2323","1",,,"2020-11-13 14:15:54.194236"
"937","(950) 161 8407","2322","1",,,"2020-11-13 14:15:54.216975"
"945","(950) 726 1310","2327","1",,,"2020-11-13 14:15:54.259154"
"945","(950) 380 8956","2328",,,,"2020-11-13 14:15:54.259726"
"948","(950) 742 3344","2325","1",,,"2020-11-13 14:15:54.281936"
"952","(950) 073 4389","2324","1",,,"2020-11-13 14:15:54.301779"
"954","(950) 853 7333","2323","1",,,"2020-11-13 14:15:54.309511"
"954","(950) 219 4111","2328",,,,"2020-11-13 14:15:54.310427"
"955","(950) 650 8046","2326","1",,,"2020-11-13 14:15:54.316648"
"955","(950) 453 0189","2328",,,,"2020-11-13 14:15:54.317302"
"956","(950) 250 6961","2327","1",,,"2020-11-13 14:15:54.321256"
"959","(950) 067 1791","2328","1",,,"2020-11-13 14:15:54.336346"
"961","(950) 024 0137","2328","1",,,"2020-11-13 14:15:54.345984"
"963","(950) 687 9389","2329","1",,,"2020-11-13 14:15:54.362557"
"779","(950) 979 5135","2322","1",,,"2020-11-13 14:15:52.917291"
"779","(950) 174 5140","2327",,,,"2020-11-13 14:15:52.917942"
"780","(950) 475 5489","2323","1",,,"2020-11-13 14:15:52.926088"
"782","(950) 565 9440","2325","1",,,"2020-11-13 14:15:52.932065"
"784","(950) 151 8881","2326","1",,,"2020-11-13 14:15:52.946925"
"787","(950) 031 8417","2329","1",,,"2020-11-13 14:15:52.965922"
"789","(950) 335 4325","2329","1",,,"2020-11-13 14:15:52.971726"
"790","(950) 605 6188","2323","1",,,"2020-11-13 14:15:52.978428"
"796","(950) 877 5135","2326","1",,,"2020-11-13 14:15:53.008414"
"800","(950) 966 8298","2325","1",,,"2020-11-13 14:15:53.027643"
"805","(950) 642 9899","2324","1",,,"2020-11-13 14:15:53.053752"
"808","(950) 056 7776","2329","1",,,"2020-11-13 14:15:53.071061"
"812","(950) 825 4339","2329","1",,,"2020-11-13 14:15:53.321476"
"816","(950) 572 2191","2323","1",,,"2020-11-13 14:15:53.341976"
"819","(950) 562 7400","2323","1",,,"2020-11-13 14:15:53.347663"
"820","(950) 844 0826","2322","1",,,"2020-11-13 14:15:53.364380"
"822","(950) 699 2572","2329","1",,,"2020-11-13 14:15:53.376405"
"825","(950) 016 3345","2326","1",,,"2020-11-13 14:15:53.386031"
"826","(950) 024 5853","2329","1",,,"2020-11-13 14:15:53.395764"
"828","(950) 504 8742","2323","1",,,"2020-11-13 14:15:53.404955"
"832","(950) 262 4214","2326","1",,,"2020-11-13 14:15:53.425983"
"836","(950) 434 5573","2324","1",,,"2020-11-13 14:15:53.446019"
"840","(950) 945 7101","2325","1",,,"2020-11-13 14:15:53.467774"
"843","(950) 898 2461","2323","1",,,"2020-11-13 14:15:53.487077"
"845","(950) 048 3341","2328","1",,,"2020-11-13 14:15:53.493651"
"846","(950) 929 0705","2329","1",,,"2020-11-13 14:15:53.505875"
"850","(950) 889 1590","2326","1",,,"2020-11-13 14:15:53.526894"
"853","(950) 717 3938","2328","1",,,"2020-11-13 14:15:53.537273"
"857","(950) 468 2688","2328","1",,,"2020-11-13 14:15:53.555822"
"864","(950) 991 7529","2324","1",,,"2020-11-13 14:15:53.598969"
"866","(950) 243 5324","2323","1",,,"2020-11-13 14:15:53.609383"
"868","(950) 914 4761","2329","1",,,"2020-11-13 14:15:53.620222"
"870","(950) 106 9472","2329","1",,,"2020-11-13 14:15:53.629091"
"873","(950) 726 1564","2322","1",,,"2020-11-13 14:15:53.641816"
"877","(950) 311 8353","2323","1",,,"2020-11-13 14:15:53.663983"
"877","(950) 991 7628","2325",,,,"2020-11-13 14:15:53.664569"
"882","(950) 919 2074","2322","1",,,"2020-11-13 14:15:53.693435"
"886","(950) 568 0346","2328","1",,,"2020-11-13 14:15:53.714609"
"888","(950) 614 1143","2322","1",,,"2020-11-13 14:15:53.730045"
"888","(950) 595 3744","2325",,,,"2020-11-13 14:15:53.730585"
"890","(950) 568 8762","2329",,,,"2020-11-13 14:15:53.736918"
"890","(950) 628 0129","2324","1",,,"2020-11-13 14:15:53.737447"
"891","(950) 688 9837","2327","1",,,"2020-11-13 14:15:53.752265"
"894","(950) 751 8214","2327","1",,,"2020-11-13 14:15:53.760910"
"900","(950) 642 5997","2329","1",,,"2020-11-13 14:15:54.018959"
"902","(950) 624 5773","2328","1",,,"2020-11-13 14:15:54.034526"
"904","(950) 833 6747","2322","1",,,"2020-11-13 14:15:54.039110"
"913","(950) 709 9408","2325","1",,,"2020-11-13 14:15:54.088029"
"914","(950) 993 4599","2328","1",,,"2020-11-13 14:15:54.096453"
"918","(950) 812 3657","2328","1",,,"2020-11-13 14:15:54.116323"
"922","(950) 826 7664","2329","1",,,"2020-11-13 14:15:54.136792"
"925","(950) 682 5237","2325","1",,,"2020-11-13 14:15:54.153184"
"928","(950) 033 7132","2323","1",,,"2020-11-13 14:15:54.161435"
"929","(950) 657 0661","2322","1",,,"2020-11-13 14:15:54.173822"
"931","(950) 451 7325","2322","1",,,"2020-11-13 14:15:54.182661"
"932","(950) 184 0152","2326",,,,"2020-11-13 14:15:54.189759"
"932","(950) 457 5494","2325","1",,,"2020-11-13 14:15:54.190303"
"934","(950) 794 9000","2329","1",,,"2020-11-13 14:15:54.195941"
"935","(950) 738 1084","2328","1",,,"2020-11-13 14:15:54.204004"
"936","(950) 861 4022","2325","1",,,"2020-11-13 14:15:54.210296"
"938","(950) 290 0105","2322",,,,"2020-11-13 14:15:54.218121"
"938","(950) 515 8409","2328","1",,,"2020-11-13 14:15:54.218806"
"940","(950) 622 4062","2325","1",,,"2020-11-13 14:15:54.234430"
"942","(950) 109 5235","2327","1",,,"2020-11-13 14:15:54.240638"
"943","(950) 804 6500","2326","1",,,"2020-11-13 14:15:54.246912"
"944","(950) 458 9658","2322","1",,,"2020-11-13 14:15:54.257844"
"947","(950) 736 0400","2327","1",,,"2020-11-13 14:15:54.271749"
"951","(950) 428 5011","2328","1",,,"2020-11-13 14:15:54.293492"
"957","(950) 242 5315","2325","1",,,"2020-11-13 14:15:54.322027"
"958","(950) 074 8234","2328","1",,,"2020-11-13 14:15:54.333587"
"958","(950) 998 3048","2324",,,,"2020-11-13 14:15:54.334164"
"960","(950) 586 1612","2326",,,,"2020-11-13 14:15:54.345065"
"960","(950) 344 6200","2327","1",,,"2020-11-13 14:15:54.345583"
"962","(950) 170 9262","2329","1",,,"2020-11-13 14:15:54.359688"
"965","(950) 839 1097","2322","1",,,"2020-11-13 14:15:54.370321"
"969","(950) 207 7457","2324","1",,,"2020-11-13 14:15:54.396349"
"970","(950) 705 5654","2327","1",,,"2020-11-13 14:15:54.403412"
"971","(950) 181 4209","2322","1",,,"2020-11-13 14:15:54.409673"
"971","(950) 259 4064","2324",,,,"2020-11-13 14:15:54.410407"
"977","(950) 077 9620","2328","1",,,"2020-11-13 14:15:54.438115"
"980","(950) 135 9118","2328","1",,,"2020-11-13 14:15:54.451310"
"983","(950) 191 5692","2329","1",,,"2020-11-13 14:15:54.471272"
"985","(950) 982 4865","2323","1",,,"2020-11-13 14:15:54.480438"
"989","(950) 653 1549","2329","1",,,"2020-11-13 14:15:54.502571"
"994","(950) 629 8911","2323","1",,,"2020-11-13 14:15:54.782899"
"1000","(950) 084 4519","2322","1",,,"2020-11-13 14:15:54.807659"
"1002","(950) 931 8741","2323","1",,,"2020-11-13 14:15:55.061413"
"1005","(950) 298 0749","2325","1",,,"2020-11-13 14:15:55.080098"
"1010","(950) 354 1802","2326","1",,,"2020-11-13 14:15:55.103751"
"1013","(950) 879 6611","2327","1",,,"2020-11-13 14:15:55.121780"
"1018","(950) 146 1318","2323","1",,,"2020-11-13 14:15:55.145421"
"1018","(950) 321 1169","2325",,,,"2020-11-13 14:15:55.145918"
"1022","(950) 944 0046","2322","1",,,"2020-11-13 14:15:55.166631"
"1022","(950) 966 6380","2324",,,,"2020-11-13 14:15:55.167199"
"1024","(950) 160 1145","2323","1",,,"2020-11-13 14:15:55.178868"
"1025","(950) 491 4946","2322","1",,,"2020-11-13 14:15:55.184791"
"1029","(950) 917 5980","2329",,,,"2020-11-13 14:15:55.206309"
"1029","(950) 691 1420","2324","1",,,"2020-11-13 14:15:55.206944"
"1035","(950) 432 0159","2327","1",,,"2020-11-13 14:15:55.227032"
"1038","(950) 308 3136","2326","1",,,"2020-11-13 14:15:55.249198"
"1038","(950) 592 4073","2324",,,,"2020-11-13 14:15:55.249773"
"1043","(950) 298 7166","2323","1",,,"2020-11-13 14:15:55.275389"
"1044","(950) 094 9401","2327","1",,,"2020-11-13 14:15:55.286894"
"1047","(950) 911 8674","2325","1",,,"2020-11-13 14:15:55.295312"
"1048","(950) 403 7617","2322","1",,,"2020-11-13 14:15:55.308103"
"1051","(950) 920 5192","2325","1",,,"2020-11-13 14:15:55.317435"
"1054","(950) 109 9267","2328","1",,,"2020-11-13 14:15:55.332612"
"1056","(950) 061 1488","2322","1",,,"2020-11-13 14:15:55.350404"
"1058","(950) 842 1638","2323","1",,,"2020-11-13 14:15:55.355807"
"1059","(950) 571 4591","2329","1",,,"2020-11-13 14:15:55.361802"
"1059","(950) 632 7541","2324",,,,"2020-11-13 14:15:55.362330"
"1060","(950) 859 6451","2322","1",,,"2020-11-13 14:15:55.372629"
"1065","(950) 677 4777","2329","1",,,"2020-11-13 14:15:55.397342"
"1069","(950) 458 7538","2323","1",,,"2020-11-13 14:15:55.417441"
"1072","(950) 097 5105","2327","1",,,"2020-11-13 14:15:55.435233"
"1075","(950) 246 6471","2325","1",,,"2020-11-13 14:15:55.449871"
"1077","(950) 646 0399","2324","1",,,"2020-11-13 14:15:55.459222"
"1081","(950) 890 2140","2322","1",,,"2020-11-13 14:15:55.483042"
"1083","(950) 398 5869","2324","1",,,"2020-11-13 14:15:55.491822"
"1087","(950) 382 4316","2322","1",,,"2020-11-13 14:15:55.510544"
"1088","(950) 864 8749","2325","1",,,"2020-11-13 14:15:55.519703"
"893","(950) 183 7533","2324","1",,,"2020-11-13 14:15:53.754528"
"896","(950) 298 3263","2322","1",,,"2020-11-13 14:15:53.772739"
"899","(950) 688 8047","2323",,,,"2020-11-13 14:15:54.018743"
"899","(950) 635 1279","2325","1",,,"2020-11-13 14:15:54.019437"
"905","(950) 799 2635","2323","1",,,"2020-11-13 14:15:54.042438"
"907","(950) 928 9367","2328","1",,,"2020-11-13 14:15:54.057517"
"909","(950) 675 6601","2323","1",,,"2020-11-13 14:15:54.064302"
"911","(950) 235 5415","2325","1",,,"2020-11-13 14:15:54.079935"
"916","(950) 917 2460","2322","1",,,"2020-11-13 14:15:54.100486"
"917","(950) 174 0515","2322","1",,,"2020-11-13 14:15:54.109512"
"920","(950) 937 2610","2328","1",,,"2020-11-13 14:15:54.119161"
"924","(950) 597 5437","2327","1",,,"2020-11-13 14:15:54.138866"
"930","(950) 617 3183","2325","1",,,"2020-11-13 14:15:54.173893"
"939","(950) 452 4798","2326","1",,,"2020-11-13 14:15:54.225505"
"941","(950) 146 9702","2329","1",,,"2020-11-13 14:15:54.237384"
"949","(950) 025 5063","2327","1",,,"2020-11-13 14:15:54.283046"
"953","(950) 553 1805","2324","1",,,"2020-11-13 14:15:54.301816"
"966","(950) 265 7724","2326","1",,,"2020-11-13 14:15:54.381614"
"968","(950) 137 0752","2326","1",,,"2020-11-13 14:15:54.391166"
"976","(950) 323 5620","2324","1",,,"2020-11-13 14:15:54.432195"
"976","(950) 338 4083","2325",,,,"2020-11-13 14:15:54.432753"
"978","(950) 731 1521","2324","1",,,"2020-11-13 14:15:54.448067"
"982","(950) 454 0103","2324","1",,,"2020-11-13 14:15:54.470323"
"984","(950) 577 5268","2322",,,,"2020-11-13 14:15:54.475754"
"984","(950) 101 3640","2323","1",,,"2020-11-13 14:15:54.476304"
"987","(950) 928 2090","2327","1",,,"2020-11-13 14:15:54.490952"
"987","(950) 547 3968","2325",,,,"2020-11-13 14:15:54.491571"
"990","(950) 568 8894","2323","1",,,"2020-11-13 14:15:54.510958"
"996","(950) 265 2163","2326","1",,,"2020-11-13 14:15:54.786849"
"998","(950) 070 0702","2325","1",,,"2020-11-13 14:15:54.803158"
"1004","(950) 277 5865","2324","1",,,"2020-11-13 14:15:55.063233"
"1008","(950) 088 7620","2329","1",,,"2020-11-13 14:15:55.085160"
"1009","(950) 603 1490","2326","1",,,"2020-11-13 14:15:55.101327"
