addresstypedescriptorid,city,parentusi,postalcode,stateabbreviationdescriptorid,streetnumbername,apartmentroomsuitenumber,buildingsitenumber,nameofcounty,countyfipscode,latitude,longitude,donotpublishindicator,congressionaldistrict,localedescriptorid,createdate
"99","Grand Bend","1060","78834","2222","40 Clarendon Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.371115"
"99","Grand Bend","1065","78834","2222","674 White Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.396445"
"99","Grand Bend","1069","78834","2222","26 South Green Clarendon Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.416611"
"90","Grand Bend","1072","78834","2222","135 Cowley Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.434420"
"99","Grand Bend","1075","78834","2222","263 New Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.449191"
"90","Grand Bend","1077","78834","2222","39 Second Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.458445"
"99","Grand Bend","1081","78834","2222","10 Green New St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.482215"
"99","Grand Bend","1083","78834","2222","81 South Green Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.491045"
"99","Grand Bend","1087","78834","2222","15 White New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.509903"
"93","Grand Bend","1088","78834","2222","331 White Milton Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.518998"
"90","Grand Bend","1094","78834","2222","89 South Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.552483"
"99","Grand Bend","1099","78834","2222","60 Hague Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.576482"
"90","Grand Bend","1103","78834","2222","83 White First Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.600807"
"99","Grand Bend","1104","78834","2222","65 South Green Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.615591"
"99","Grand Bend","1108","78834","2222","24 Green Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.636440"
"90","Grand Bend","973","78834","2222","414 New Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.416712"
"90","Grand Bend","974","78834","2222","414 New Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.424420"
"90","Grand Bend","975","78834","2222","167 First Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.430249"
"93","Grand Bend","981","78834","2222","297 Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.457284"
"93","Grand Bend","986","78834","2222","920 Old Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.490127"
"90","Grand Bend","988","78834","2222","615 Old Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.496346"
"93","Grand Bend","992","78834","2222","31 North Fabien Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.677780"
"90","Grand Bend","995","78834","2222","52 Nobel Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.784313"
"99","Grand Bend","997","78834","2222","30 North Milton Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.802474"
"99","Grand Bend","1001","78834","2222","37 White Milton Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.058937"
"90","Grand Bend","1007","78834","2222","987 Fabien Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.080984"
"90","Grand Bend","1011","78834","2222","366 East Green Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.104162"
"99","Grand Bend","1014","78834","2222","50 Oak Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.121758"
"90","Grand Bend","1016","78834","2222","69 White Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.130221"
"99","Grand Bend","1019","78834","2222","418 South Nobel Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.146591"
"99","Grand Bend","1020","78834","2222","418 South Nobel Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.153424"
"99","Grand Bend","1021","78834","2222","817 First Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.165750"
"99","Grand Bend","1026","78834","2222","65 Green Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.186774"
"99","Grand Bend","1028","78834","2222","195 Green Second Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.198330"
"90","Grand Bend","1030","78834","2222","88 Second Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.205680"
"90","Grand Bend","1033","78834","2222","553 New Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.225688"
"91","Grand Bend","1037","78834","2222","148 North Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.246527"
"99","Grand Bend","1041","78834","2222","547 White Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.267164"
"99","Grand Bend","1045","78834","2222","12 White Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.286233"
"90","Grand Bend","1049","78834","2222","347 West Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.307730"
"93","Grand Bend","1052","78834","2222","843 White Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.326575"
"90","Grand Bend","1055","78834","2222","999 Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.335228"
"90","Grand Bend","1057","78834","2222","398 Rocky Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.351768"
"99","Grand Bend","1061","78834","2222","40 Clarendon Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.374195"
"99","Grand Bend","1063","78834","2222","38 North Green Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.382635"
"90","Grand Bend","1066","78834","2222","51 Milton Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.395903"
"90","Grand Bend","1067","78834","2222","51 Milton Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.405751"
"90","Grand Bend","1068","78834","2222","481 South Green Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.413091"
"99","Grand Bend","1070","78834","2222","26 South Green Clarendon Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.420134"
"90","Grand Bend","1071","78834","2222","135 Cowley Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.425266"
"90","Grand Bend","1073","78834","2222","76 Rocky First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.435530"
"99","Grand Bend","1074","78834","2222","263 New Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.446792"
"90","Grand Bend","1076","78834","2222","39 Second Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.458118"
"99","Grand Bend","1079","78834","2222","63 Rocky Second Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.471403"
"99","Grand Bend","1080","78834","2222","63 Rocky Second Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.477680"
"99","Grand Bend","1082","78834","2222","10 Green New St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.489080"
"99","Grand Bend","1084","78834","2222","81 South Green Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.497914"
"93","Grand Bend","1086","78834","2222","331 White Milton Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.509129"
"90","Grand Bend","1090","78834","2222","85 Rocky New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.530390"
"90","Grand Bend","1092","78834","2222","85 Rocky New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.540480"
"90","Grand Bend","1093","78834","2222","50 New Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.547864"
"90","Grand Bend","1095","78834","2222","89 South Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.553903"
"90","Grand Bend","1096","78834","2222","70 New Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.568781"
"99","Grand Bend","1098","78834","2222","52 West Green Hague Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.576257"
"90","Grand Bend","1102","78834","2222","66 Rocky Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.595628"
"99","Grand Bend","1107","78834","2222","939 White Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.620377"
"99","Grand Bend","1109","78834","2222","24 Green Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.638404"
"93","Grand Bend","1111","78834","2222","85 West Green Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.644596"
"90","Grand Bend","1114","78834","2222","574 Green Clarendon Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.660186"
"90","Grand Bend","1118","78834","2222","76 Rocky Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.680596"
"99","Grand Bend","1124","78834","2222","91 East Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.720651"
"90","Grand Bend","1130","78834","2222","489 Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.744610"
"99","Grand Bend","1132","78834","2222","79 Rocky Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.761618"
"90","Grand Bend","1137","78834","2222","93 Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.786318"
"99","Grand Bend","1141","78834","2222","40 North New Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.806608"
"90","Grand Bend","1144","78834","2222","42 East Rocky Oak Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.828446"
"90","Grand Bend","1147","78834","2222","946 Milton Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.840104"
"90","Grand Bend","1149","78834","2222","79 East Rocky Old Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.847994"
"90","Grand Bend","1150","78834","2222","17 Hague Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.853061"
"90","Grand Bend","1154","78834","2222","61 White Hague Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.873741"
"99","Grand Bend","1156","78834","2222","940 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.892776"
"90","Grand Bend","1163","78834","2222","579 Old Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.927627"
"90","Grand Bend","1164","78834","2222","579 Old Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.939606"
"93","Grand Bend","1167","78834","2222","76 New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.949025"
"99","Grand Bend","1168","78834","2222","97 Green New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.965057"
"90","Grand Bend","1172","78834","2222","555 Green Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.984137"
"99","Grand Bend","1174","78834","2222","488 Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.989099"
"99","Grand Bend","1177","78834","2222","369 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.005465"
"99","Grand Bend","1182","78834","2222","27 South Old Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.028771"
"93","Grand Bend","999","78834","2222","572 Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:54.804695"
"93","Grand Bend","1003","78834","2222","911 Green Second Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.061549"
"93","Grand Bend","1006","78834","2222","911 Green Second Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.080563"
"90","Grand Bend","1032","78834","2222","78 Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.218791"
"90","Grand Bend","1101","78834","2222","66 Rocky Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.594528"
"99","Grand Bend","1105","78834","2222","65 South Green Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.615981"
"99","Grand Bend","1120","78834","2222","727 First Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.699180"
"90","Grand Bend","1126","78834","2222","368 New Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.721740"
"90","Grand Bend","1165","78834","2222","895 South Cowley Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.941258"
"90","Grand Bend","1171","78834","2222","533 Rocky Milton Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.969608"
"90","Grand Bend","1185","78834","2222","38 West Green Fabien Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.045069"
"99","Grand Bend","1188","78834","2222","52 Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.155061"
"93","Grand Bend","1195","78834","2222","705 Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.193009"
"99","Grand Bend","1200","78834","2222","18 New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.218110"
"90","Grand Bend","1207","78834","2222","78 North White Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.255474"
"90","Grand Bend","1211","78834","2222","46 Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.502404"
"99","Grand Bend","1214","78834","2222","46 Green Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.522432"
"90","Grand Bend","1217","78834","2222","36 White Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.543498"
"99","Grand Bend","1238","78834","2222","609 White First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.660050"
"93","Grand Bend","1243","78834","2222","39 New Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.681514"
"90","Grand Bend","1246","78834","2222","315 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.701518"
"99","Grand Bend","1255","78834","2222","667 White New Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.744689"
"99","Grand Bend","1285","78834","2222","27 Green Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.910203"
"99","Grand Bend","1313","78834","2222","532 South White Nobel Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.067150"
"85","Grand Bend","1323","78834","2222","561 West Second St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.115652"
"85","Grand Bend","1384","78834","2222","299 Rocky Cowley Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.457927"
"85","Grand Bend","1391","78834","2222","656 Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.494940"
"90","Grand Bend","1393","78834","2222","98 East Cowley Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.510175"
"90","Grand Bend","1396","78834","2222","140 Rocky Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.533359"
"90","Grand Bend","1406","78834","2222","99 Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.574848"
"90","Grand Bend","1414","78834","2222","487 North Cowley Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.616217"
"85","Grand Bend","1426","78834","2222","685 West Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.678744"
"85","Grand Bend","1428","78834","2222","97 Green Milton Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.697538"
"85","Grand Bend","1434","78834","2222","640 West Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.723245"
"85","Grand Bend","1438","78834","2222","237 White First Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.745178"
"90","Grand Bend","1442","78834","2222","453 Green Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.766859"
"90","Grand Bend","1445","78834","2222","68 White New Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.789083"
"90","Grand Bend","1455","78834","2222","20 West New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.851423"
"90","Grand Bend","1460","78834","2222","98 North White New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.872656"
"90","Grand Bend","1465","78834","2222","41 North New Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.892935"
"90","Grand Bend","1474","78834","2222","43 Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.944653"
"90","Grand Bend","1477","78834","2222","923 South Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.956325"
"90","Grand Bend","1490","78834","2222","96 Rocky Hague Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.033251"
"85","Grand Bend","1500","78834","2222","96 First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.076876"
"85","Grand Bend","1515","78834","2222","22 Green Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.157397"
"85","Grand Bend","1544","78834","2222","98 Green First Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.320962"
"85","Grand Bend","1562","78834","2222","473 West Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.414575"
"90","Grand Bend","1568","78834","2222","65 Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.438766"
"85","Grand Bend","1572","78834","2222","313 Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.458475"
"85","Grand Bend","1576","78834","2222","51 Rocky Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.479858"
"85","Grand Bend","1580","78834","2222","89 South Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.502659"
"90","Grand Bend","1583","78834","2222","25 Green Milton Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.523147"
"85","Grand Bend","1588","78834","2222","921 Second St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.544313"
"97","Grand Bend","1590","78834","2222","887 Second Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.771749"
"90","Grand Bend","1596","78834","2222","672 East Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.909458"
"97","Grand Bend","1599","78834","2222","828 Green Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.931613"
"97","Grand Bend","1605","78834","2222","587 Rocky Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.977689"
"90","Grand Bend","1613","78834","2222","536 Green Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.022648"
"97","Grand Bend","1616","78834","2222","287 Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.046429"
"85","Grand Bend","1620","78834","2222","21 North First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.072121"
"90","Grand Bend","1624","78834","2222","13 First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.093546"
"97","Grand Bend","1667","78834","2222","105 West Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.335110"
"97","Grand Bend","1690","78834","2222","15 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.462553"
"90","Grand Bend","1694","78834","2222","94 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.700169"
"97","Grand Bend","1698","78834","2222","619 South Rocky Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.722477"
"97","Grand Bend","1702","78834","2222","97 North Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.744749"
"97","Grand Bend","1706","78834","2222","296 Clarendon Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.767108"
"90","Grand Bend","1709","78834","2222","664 West Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.788553"
"97","Grand Bend","1713","78834","2222","964 Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.811318"
"97","Grand Bend","1721","78834","2222","849 South Cowley Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.854688"
"97","Grand Bend","1773","78834","2222","14 Green Cowley Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.141511"
"97","Grand Bend","1782","78834","2222","51 East Green Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.197530"
"90","Grand Bend","1785","78834","2222","23 White Clarendon Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.208113"
"97","Grand Bend","1803","78834","2222","21 Rocky Clarendon Street",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.309140"
"93","Grand Bend","1039","78834","2222","89 Second Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.251732"
"93","Grand Bend","1040","78834","2222","89 Second Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.262147"
"99","Grand Bend","1042","78834","2222","547 White Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.267419"
"90","Grand Bend","1046","78834","2222","923 West Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.288250"
"90","Grand Bend","1050","78834","2222","393 Green Milton Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.308613"
"99","Grand Bend","1053","78834","2222","270 Green First Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.330523"
"99","Grand Bend","1062","78834","2222","38 North Green Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.374196"
"99","Grand Bend","1064","78834","2222","674 White Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.391345"
"90","Grand Bend","1078","78834","2222","64 Rocky Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.469190"
"99","Grand Bend","1085","78834","2222","15 White New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.504463"
"99","Grand Bend","1089","78834","2222","633 West Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.524239"
"99","Grand Bend","1091","78834","2222","633 West Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.530378"
"99","Grand Bend","1097","78834","2222","52 West Green Hague Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.569841"
"99","Grand Bend","1100","78834","2222","60 Hague Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.594462"
"99","Grand Bend","1106","78834","2222","939 White Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.617580"
"90","Grand Bend","1113","78834","2222","707 Green First Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.659800"
"90","Grand Bend","1117","78834","2222","76 Rocky Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.679302"
"99","Grand Bend","1122","78834","2222","39 Oak Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.699641"
"99","Grand Bend","1125","78834","2222","91 East Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.721668"
"90","Grand Bend","1129","78834","2222","489 Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.743192"
"99","Grand Bend","1133","78834","2222","79 Rocky Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.765543"
"90","Grand Bend","1138","78834","2222","80 Fabien Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.786919"
"99","Grand Bend","1142","78834","2222","40 North New Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.808616"
"90","Grand Bend","1145","78834","2222","55 East Rocky Hague Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.828630"
"90","Grand Bend","1148","78834","2222","17 Hague Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.848037"
"90","Grand Bend","1153","78834","2222","571 Oak Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.869682"
"99","Grand Bend","1158","78834","2222","929 Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.901048"
"99","Grand Bend","1161","78834","2222","39 White Nobel St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.918869"
"99","Grand Bend","1169","78834","2222","97 Green New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:55.965317"
"99","Grand Bend","1178","78834","2222","344 Green Nobel St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.007427"
"99","Grand Bend","1179","78834","2222","27 South Old Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.013511"
"99","Grand Bend","1180","78834","2222","990 Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.026920"
"90","Grand Bend","1183","78834","2222","836 North Green Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.033577"
"99","Grand Bend","1191","78834","2222","12 West White Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.171132"
"90","Grand Bend","1194","78834","2222","912 Rocky Milton Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.192793"
"90","Grand Bend","1204","78834","2222","93 South Green First Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.238357"
"90","Grand Bend","1210","78834","2222","937 Nobel St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.500925"
"99","Grand Bend","1215","78834","2222","46 Green Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.522632"
"99","Grand Bend","1221","78834","2222","70 Oak Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.563131"
"99","Grand Bend","1225","78834","2222","346 Hague Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.582601"
"90","Grand Bend","1228","78834","2222","51 Clarendon Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.603594"
"99","Grand Bend","1239","78834","2222","609 White First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.660432"
"99","Grand Bend","1241","78834","2222","57 Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.680253"
"90","Grand Bend","1249","78834","2222","776 Green Milton Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.721058"
"90","Grand Bend","1251","78834","2222","328 Clarendon Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.725672"
"90","Grand Bend","1259","78834","2222","439 Rocky Milton Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.764018"
"90","Grand Bend","1263","78834","2222","250 First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.785946"
"90","Grand Bend","1264","78834","2222","789 New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.801442"
"90","Grand Bend","1266","78834","2222","686 East White New Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.806285"
"99","Grand Bend","1268","78834","2222","950 Green Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.823879"
"99","Grand Bend","1270","78834","2222","45 Green Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.830576"
"99","Grand Bend","1271","78834","2222","45 Green Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.838087"
"99","Grand Bend","1277","78834","2222","63 Rocky Clarendon Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.868463"
"99","Grand Bend","1280","78834","2222","71 Nobel Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.886632"
"99","Grand Bend","1282","78834","2222","629 White Second Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:56.898653"
