assigningorganizationidentificationcode,educationorganizationid,studentidentificationsystemdescriptorid,studentusi,identificationcode,createdate
"SSN","255901","2253","355","4681873052","2020-11-13 14:17:31.181921"
"Local","255901","2249","360","180","2020-11-13 14:17:31.209781"
"SSN","255901","2253","360","4355989882","2020-11-13 14:17:31.210263"
"Local","255901","2249","363","183","2020-11-13 14:17:31.231197"
"SSN","255901","2253","363","2486901585","2020-11-13 14:17:31.233002"
"Local","255901","2249","365","185","2020-11-13 14:17:31.244809"
"SSN","255901","2253","365","3933296624","2020-11-13 14:17:31.245202"
"Local","255901","2249","366","186","2020-11-13 14:17:31.255950"
"SSN","255901","2253","366","4437864043","2020-11-13 14:17:31.256397"
"Local","255901","2249","369","189","2020-11-13 14:17:31.272717"
"SSN","255901","2253","369","5380271566","2020-11-13 14:17:31.273203"
"Local","255901","2249","372","191","2020-11-13 14:17:31.282376"
"SSN","255901","2253","372","2553257556","2020-11-13 14:17:31.282772"
"Local","255901","2249","373","193","2020-11-13 14:17:31.300541"
"SSN","255901","2253","373","1151625531","2020-11-13 14:17:31.301082"
"Local","255901","2249","375","195","2020-11-13 14:17:31.310006"
"SSN","255901","2253","375","6809970632","2020-11-13 14:17:31.310495"
"Local","255901","2249","378","198","2020-11-13 14:17:31.335296"
"SSN","255901","2253","378","8187318163","2020-11-13 14:17:31.335731"
"Local","255901","2249","383","203","2020-11-13 14:17:31.358236"
"SSN","255901","2253","383","7198837057","2020-11-13 14:17:31.358714"
"Local","255901","2249","384","204","2020-11-13 14:17:31.391024"
"SSN","255901","2253","384","6091818449","2020-11-13 14:17:31.391599"
"Local","255901","2249","387","207","2020-11-13 14:17:31.403466"
"SSN","255901","2253","387","9769218269","2020-11-13 14:17:31.403888"
"Local","255901","2249","388","208","2020-11-13 14:17:31.414388"
"SSN","255901","2253","388","8874460479","2020-11-13 14:17:31.414795"
"Local","255901","2249","393","213","2020-11-13 14:17:31.446277"
"SSN","255901","2253","393","7875366787","2020-11-13 14:17:31.446728"
"Local","255901","2249","395","215","2020-11-13 14:17:31.456690"
"SSN","255901","2253","395","7617367783","2020-11-13 14:17:31.457147"
"Local","255901","2249","397","217","2020-11-13 14:17:31.465719"
"SSN","255901","2253","397","9404745497","2020-11-13 14:17:31.466988"
"Local","255901","2249","399","219","2020-11-13 14:17:31.482174"
"SSN","255901","2253","399","6830259262","2020-11-13 14:17:31.482759"
"Local","255901","2249","401","221","2020-11-13 14:17:31.492088"
"SSN","255901","2253","401","3018203883","2020-11-13 14:17:31.492469"
"Local","255901","2249","403","222","2020-11-13 14:17:31.500194"
"SSN","255901","2253","403","5162353939","2020-11-13 14:17:31.500587"
"Local","255901","2249","402","223","2020-11-13 14:17:31.508754"
"SSN","255901","2253","402","2562178046","2020-11-13 14:17:31.509182"
"Local","255901","2249","404","225","2020-11-13 14:17:31.515832"
"SSN","255901","2253","404","4024320733","2020-11-13 14:17:31.516221"
"Local","255901","2249","406","226","2020-11-13 14:17:31.524204"
"SSN","255901","2253","406","5373161404","2020-11-13 14:17:31.524744"
"Local","255901","2249","409","228","2020-11-13 14:17:31.540651"
"SSN","255901","2253","364","7417566318","2020-11-13 14:17:31.236526"
"Local","255901","2249","367","187","2020-11-13 14:17:31.257129"
"SSN","255901","2253","367","4968511082","2020-11-13 14:17:31.257581"
"Local","255901","2249","371","192","2020-11-13 14:17:31.286851"
"SSN","255901","2253","371","2937208488","2020-11-13 14:17:31.287345"
"Local","255901","2249","376","196","2020-11-13 14:17:31.311889"
"SSN","255901","2253","376","9007347690","2020-11-13 14:17:31.312386"
"Local","255901","2249","377","197","2020-11-13 14:17:31.326206"
"SSN","255901","2253","377","6586359845","2020-11-13 14:17:31.326733"
"Local","255901","2249","380","200","2020-11-13 14:17:31.336542"
"SSN","255901","2253","380","5240819581","2020-11-13 14:17:31.337063"
"Local","255901","2249","382","202","2020-11-13 14:17:31.358262"
"SSN","255901","2253","382","9840211281","2020-11-13 14:17:31.358925"
"Local","255901","2249","386","206","2020-11-13 14:17:31.392363"
"SSN","255901","2253","386","9008205812","2020-11-13 14:17:31.392824"
"Local","255901","2249","390","210","2020-11-13 14:17:31.418210"
"SSN","255901","2253","390","7155874464","2020-11-13 14:17:31.418659"
"Local","255901","2249","400","220","2020-11-13 14:17:31.483302"
"SSN","255901","2253","400","7426311815","2020-11-13 14:17:31.483699"
"Local","255901","2249","407","227","2020-11-13 14:17:31.529636"
"SSN","255901","2253","407","4704907867","2020-11-13 14:17:31.530612"
"Local","255901","2249","408","229","2020-11-13 14:17:31.541038"
"SSN","255901","2253","408","3322031358","2020-11-13 14:17:31.541469"
"Local","255901","2249","414","233","2020-11-13 14:17:31.569463"
"SSN","255901","2253","414","3827284717","2020-11-13 14:17:31.569912"
"Local","255901","2249","421","243","2020-11-13 14:17:31.633506"
"SSN","255901","2253","421","1775996749","2020-11-13 14:17:31.634138"
"Local","255901","2249","427","247","2020-11-13 14:17:31.663075"
"SSN","255901","2253","427","8607759727","2020-11-13 14:17:31.663735"
"Local","255901","2249","437","257","2020-11-13 14:17:31.723235"
"SSN","255901","2253","437","8669339039","2020-11-13 14:17:31.723796"
"Local","255901","2249","440","260","2020-11-13 14:17:31.745095"
"SSN","255901","2253","440","4492554795","2020-11-13 14:17:31.745746"
"Local","255901","2249","444","264","2020-11-13 14:17:31.768219"
"SSN","255901","2253","444","9538148046","2020-11-13 14:17:31.768796"
"Local","255901","2249","446","266","2020-11-13 14:17:31.796680"
"SSN","255901","2253","446","6492405505","2020-11-13 14:17:31.797120"
"Local","255901","2249","452","272","2020-11-13 14:17:31.820318"
"SSN","255901","2253","452","8345371062","2020-11-13 14:17:31.821055"
"Local","255901","2249","457","277","2020-11-13 14:17:31.849702"
"SSN","255901","2253","457","6874197656","2020-11-13 14:17:31.850164"
"Local","255901","2249","460","279","2020-11-13 14:17:31.869948"
"SSN","255901","2253","460","8258772971","2020-11-13 14:17:31.870396"
"Local","255901","2249","463","284","2020-11-13 14:17:31.896240"
"SSN","255901","2253","463","7982473183","2020-11-13 14:17:31.896670"
"Local","255901","2249","466","286","2020-11-13 14:17:31.918969"
"SSN","255901","2253","466","2623134638","2020-11-13 14:17:31.919463"
"Local","255901","2249","473","293","2020-11-13 14:17:31.956699"
"SSN","255901","2253","473","4083456491","2020-11-13 14:17:31.957119"
"Local","255901","2249","478","298","2020-11-13 14:17:31.997791"
"SSN","255901","2253","478","7103580389","2020-11-13 14:17:31.998205"
"Local","255901","2249","481","301","2020-11-13 14:17:32.007852"
"SSN","255901","2253","481","8999421765","2020-11-13 14:17:32.008327"
"Local","255901","2249","483","303","2020-11-13 14:17:32.029400"
"SSN","255901","2253","483","8804076571","2020-11-13 14:17:32.029846"
"Local","255901","2249","489","309","2020-11-13 14:17:32.056131"
"SSN","255901","2253","489","3320740474","2020-11-13 14:17:32.056573"
"Local","255901","2249","491","311","2020-11-13 14:17:32.077807"
"SSN","255901","2253","491","6402334385","2020-11-13 14:17:32.078310"
"Local","255901","2249","495","315","2020-11-13 14:17:32.100495"
"SSN","255901","2253","495","2585818993","2020-11-13 14:17:32.101063"
"Local","255901","2249","500","320","2020-11-13 14:17:32.126685"
"SSN","255901","2253","500","8762602448","2020-11-13 14:17:32.127181"
"Local","255901","2249","507","327","2020-11-13 14:17:32.177018"
"SSN","255901","2253","507","4061897409","2020-11-13 14:17:32.177456"
"Local","255901","2249","510","330","2020-11-13 14:17:32.200909"
"SSN","255901","2253","510","5826972812","2020-11-13 14:17:32.201410"
"Local","255901","2249","515","335","2020-11-13 14:17:32.226037"
"SSN","255901","2253","515","9879461539","2020-11-13 14:17:32.226633"
"Local","255901","2249","517","337","2020-11-13 14:17:32.242513"
"SSN","255901","2253","517","9479531195","2020-11-13 14:17:32.242953"
"Local","255901","2249","519","340","2020-11-13 14:17:32.251095"
"SSN","255901","2253","519","9199283920","2020-11-13 14:17:32.251544"
"Local","255901","2249","524","344","2020-11-13 14:17:32.276215"
"SSN","255901","2253","524","6174492412","2020-11-13 14:17:32.276641"
"Local","255901","2249","528","348","2020-11-13 14:17:32.298946"
"SSN","255901","2253","528","7704468452","2020-11-13 14:17:32.299376"
"Local","255901","2249","533","352","2020-11-13 14:17:32.323470"
"SSN","255901","2253","533","7412631863","2020-11-13 14:17:32.323849"
"Local","255901","2249","535","355","2020-11-13 14:17:32.345412"
"SSN","255901","2253","535","2109605922","2020-11-13 14:17:32.345852"
"Local","255901","2249","539","359","2020-11-13 14:17:32.369114"
"SSN","255901","2253","539","3531073015","2020-11-13 14:17:32.369489"
"Local","255901","2249","542","362","2020-11-13 14:17:32.394919"
"SSN","255901","2253","542","8941350546","2020-11-13 14:17:32.395339"
"Local","255901","2249","546","366","2020-11-13 14:17:32.423100"
"SSN","255901","2253","546","1492483167","2020-11-13 14:17:32.423512"
"Local","255901","2249","549","369","2020-11-13 14:17:32.445370"
"SSN","255901","2253","549","7873051420","2020-11-13 14:17:32.445808"
"Local","255901","2249","555","375","2020-11-13 14:17:32.471768"
"SSN","255901","2253","555","4127284758","2020-11-13 14:17:32.472171"
"Local","255901","2249","558","378","2020-11-13 14:17:32.499966"
"SSN","255901","2253","558","1180047478","2020-11-13 14:17:32.500412"
"Local","255901","2249","561","381","2020-11-13 14:17:32.522284"
"SSN","255901","2253","561","9398646202","2020-11-13 14:17:32.522730"
"Local","255901","2249","564","384","2020-11-13 14:17:32.547718"
"SSN","255901","2253","564","2021617965","2020-11-13 14:17:32.548168"
"Local","255901","2249","570","389","2020-11-13 14:17:32.574809"
"SSN","255901","2253","570","7752456190","2020-11-13 14:17:32.575303"
"Local","255901","2249","573","393","2020-11-13 14:17:32.601164"
"SSN","255901","2253","573","6856198435","2020-11-13 14:17:32.601624"
"Local","255901","2249","576","396","2020-11-13 14:17:32.627945"
"SSN","255901","2253","576","6256779222","2020-11-13 14:17:32.628601"
"Local","255901","2249","580","400","2020-11-13 14:17:32.656356"
"SSN","255901","2253","580","9060202067","2020-11-13 14:17:32.656841"
"Local","255901","2249","583","403","2020-11-13 14:17:32.679661"
"SSN","255901","2253","583","9156097992","2020-11-13 14:17:32.680167"
"Local","255901","2249","588","408","2020-11-13 14:17:32.704191"
"SSN","255901","2253","588","7932158334","2020-11-13 14:17:32.704781"
"Local","255901","2249","592","412","2020-11-13 14:17:32.733232"
"SSN","255901","2253","592","9377128933","2020-11-13 14:17:32.733699"
"Local","255901","2249","596","416","2020-11-13 14:17:32.759331"
"SSN","255901","2253","596","7842609794","2020-11-13 14:17:32.759992"
"Local","255901","2249","600","420","2020-11-13 14:17:32.785236"
"SSN","255901","2253","600","6209118111","2020-11-13 14:17:32.785727"
"Local","255901","2249","601","421","2020-11-13 14:17:32.801644"
"SSN","255901","2253","601","3199572777","2020-11-13 14:17:32.802113"
"Local","255901","2249","605","424","2020-11-13 14:17:32.811454"
"SSN","255901","2253","605","2910394462","2020-11-13 14:17:32.812365"
"Local","255901","2249","604","425","2020-11-13 14:17:32.828976"
"SSN","255901","2253","604","9942901585","2020-11-13 14:17:32.829433"
"Local","255901","2249","611","431","2020-11-13 14:17:32.859489"
"SSN","255901","2253","611","1657184364","2020-11-13 14:17:32.859992"
"Local","255901","2249","613","433","2020-11-13 14:17:32.883805"
"SSN","255901","2253","613","8444322883","2020-11-13 14:17:32.884267"
"Local","255901","2249","617","437","2020-11-13 14:17:32.910858"
"SSN","255901","2253","617","7041198823","2020-11-13 14:17:32.911296"
"SSN","255901","2253","409","9775961570","2020-11-13 14:17:31.541535"
"Local","255901","2249","410","230","2020-11-13 14:17:31.549655"
"SSN","255901","2253","410","8549742465","2020-11-13 14:17:31.550145"
"Local","255901","2249","413","235","2020-11-13 14:17:31.584792"
"SSN","255901","2253","413","6348809221","2020-11-13 14:17:31.586021"
"Local","255901","2249","417","237","2020-11-13 14:17:31.593805"
"SSN","255901","2253","417","4401776696","2020-11-13 14:17:31.594282"
"Local","255901","2249","419","238","2020-11-13 14:17:31.608703"
"SSN","255901","2253","419","8794065391","2020-11-13 14:17:31.609151"
"Local","255901","2249","420","240","2020-11-13 14:17:31.615962"
"SSN","255901","2253","420","4574038329","2020-11-13 14:17:31.616378"
"Local","255901","2249","424","244","2020-11-13 14:17:31.641646"
"SSN","255901","2253","424","2869987971","2020-11-13 14:17:31.642101"
"Local","255901","2249","428","248","2020-11-13 14:17:31.668763"
"SSN","255901","2253","428","9897953560","2020-11-13 14:17:31.669224"
"Local","255901","2249","430","250","2020-11-13 14:17:31.685712"
"SSN","255901","2253","430","9981218591","2020-11-13 14:17:31.686369"
"Local","255901","2249","432","252","2020-11-13 14:17:31.695225"
"SSN","255901","2253","432","6172526709","2020-11-13 14:17:31.695755"
"Local","255901","2249","435","255","2020-11-13 14:17:31.719928"
"SSN","255901","2253","435","6024746846","2020-11-13 14:17:31.720343"
"Local","255901","2249","439","259","2020-11-13 14:17:31.743688"
"SSN","255901","2253","439","5355923458","2020-11-13 14:17:31.744191"
"Local","255901","2249","443","263","2020-11-13 14:17:31.767704"
"SSN","255901","2253","443","2552281605","2020-11-13 14:17:31.768236"
"Local","255901","2249","447","267","2020-11-13 14:17:31.795286"
"SSN","255901","2253","447","7544819812","2020-11-13 14:17:31.795759"
"Local","255901","2249","450","270","2020-11-13 14:17:31.821694"
"SSN","255901","2253","450","2578892375","2020-11-13 14:17:31.822094"
"Local","255901","2249","454","274","2020-11-13 14:17:31.845557"
"SSN","255901","2253","454","4916597985","2020-11-13 14:17:31.846105"
"Local","255901","2249","462","281","2020-11-13 14:17:31.876758"
"SSN","255901","2253","462","9303792820","2020-11-13 14:17:31.877202"
"Local","255901","2249","464","283","2020-11-13 14:17:31.897004"
"SSN","255901","2253","464","6530612271","2020-11-13 14:17:31.897504"
"Local","255901","2249","467","287","2020-11-13 14:17:31.918114"
"SSN","255901","2253","467","7213033674","2020-11-13 14:17:31.918520"
"Local","255901","2249","469","289","2020-11-13 14:17:31.926680"
"SSN","255901","2253","469","3764619393","2020-11-13 14:17:31.927103"
"Local","255901","2249","471","291","2020-11-13 14:17:31.946505"
"SSN","255901","2253","471","1386649271","2020-11-13 14:17:31.946966"
"Local","255901","2249","474","294","2020-11-13 14:17:31.970089"
"SSN","255901","2253","474","6952827244","2020-11-13 14:17:31.970594"
"Local","255901","2249","477","296","2020-11-13 14:17:31.981678"
"SSN","255901","2253","477","4510942608","2020-11-13 14:17:31.982111"
"Local","255901","2249","479","299","2020-11-13 14:17:32.004258"
"SSN","255901","2253","479","7742549340","2020-11-13 14:17:32.004703"
"Local","255901","2249","485","304","2020-11-13 14:17:32.028431"
"SSN","255901","2253","485","8958131375","2020-11-13 14:17:32.028896"
"Local","255901","2249","486","306","2020-11-13 14:17:32.051976"
"SSN","255901","2253","486","7676216817","2020-11-13 14:17:32.052496"
"Local","255901","2249","490","310","2020-11-13 14:17:32.076142"
"SSN","255901","2253","490","8699080586","2020-11-13 14:17:32.076615"
"Local","255901","2249","494","314","2020-11-13 14:17:32.101081"
"SSN","255901","2253","494","9369758992","2020-11-13 14:17:32.102688"
"Local","255901","2249","497","318","2020-11-13 14:17:32.125240"
"SSN","255901","2253","497","2917660967","2020-11-13 14:17:32.125768"
"Local","255901","2249","503","323","2020-11-13 14:17:32.157533"
"SSN","255901","2253","503","2572337245","2020-11-13 14:17:32.157997"
"Local","255901","2249","506","326","2020-11-13 14:17:32.177046"
"SSN","255901","2253","506","7201125020","2020-11-13 14:17:32.177477"
"Local","255901","2249","509","329","2020-11-13 14:17:32.187920"
"SSN","255901","2253","509","6166351755","2020-11-13 14:17:32.188368"
"Local","255901","2249","511","331","2020-11-13 14:17:32.202061"
"SSN","255901","2253","511","1571488114","2020-11-13 14:17:32.202636"
"Local","255901","2249","514","333","2020-11-13 14:17:32.214902"
"SSN","255901","2253","514","6421761724","2020-11-13 14:17:32.215452"
"Local","255901","2249","516","336","2020-11-13 14:17:32.227884"
"SSN","255901","2253","516","3161628442","2020-11-13 14:17:32.228356"
"Local","255901","2249","518","338","2020-11-13 14:17:32.250611"
"SSN","255901","2253","518","6477712102","2020-11-13 14:17:32.251081"
"Local","255901","2249","523","343","2020-11-13 14:17:32.275847"
"SSN","255901","2253","523","5082635260","2020-11-13 14:17:32.276243"
"Local","255901","2249","525","345","2020-11-13 14:17:32.293338"
"SSN","255901","2253","525","8655519044","2020-11-13 14:17:32.293768"
"Local","255901","2249","530","350","2020-11-13 14:17:32.319057"
"SSN","255901","2253","530","3426952734","2020-11-13 14:17:32.319462"
"Local","255901","2249","532","353","2020-11-13 14:17:32.343414"
"SSN","255901","2253","532","7006968168","2020-11-13 14:17:32.343850"
"Local","255901","2249","536","357","2020-11-13 14:17:32.369574"
"SSN","255901","2253","536","5551607290","2020-11-13 14:17:32.370028"
"Local","255901","2249","541","361","2020-11-13 14:17:32.393731"
"SSN","255901","2253","541","1129956321","2020-11-13 14:17:32.394252"
"Local","255901","2249","545","365","2020-11-13 14:17:32.421962"
"SSN","255901","2253","545","5408983746","2020-11-13 14:17:32.422494"
"Local","255901","2249","550","370","2020-11-13 14:17:32.446966"
"SSN","255901","2253","550","6329386940","2020-11-13 14:17:32.447440"
"Local","255901","2249","553","373","2020-11-13 14:17:32.467025"
"SSN","255901","2253","553","9753380611","2020-11-13 14:17:32.467490"
"Local","255901","2249","552","372","2020-11-13 14:17:32.509792"
"SSN","255901","2253","552","1122336502","2020-11-13 14:17:32.510539"
"Local","255901","2249","559","379","2020-11-13 14:17:32.520777"
"SSN","255901","2253","559","9519420652","2020-11-13 14:17:32.521272"
"Local","255901","2249","565","385","2020-11-13 14:17:32.550421"
"SSN","255901","2253","565","1127718628","2020-11-13 14:17:32.550892"
"Local","255901","2249","567","387","2020-11-13 14:17:32.574203"
"SSN","255901","2253","567","4603020421","2020-11-13 14:17:32.574787"
"Local","255901","2249","572","392","2020-11-13 14:17:32.604249"
"SSN","255901","2253","572","9683194779","2020-11-13 14:17:32.604883"
"Local","255901","2249","574","394","2020-11-13 14:17:32.625026"
"SSN","255901","2253","574","7953254382","2020-11-13 14:17:32.625460"
"Local","255901","2249","581","401","2020-11-13 14:17:32.660196"
"SSN","255901","2253","581","9909255523","2020-11-13 14:17:32.660850"
"Local","255901","2249","584","404","2020-11-13 14:17:32.682634"
"SSN","255901","2253","584","6676266554","2020-11-13 14:17:32.683167"
"Local","255901","2249","587","407","2020-11-13 14:17:32.704977"
"SSN","255901","2253","587","3793344563","2020-11-13 14:17:32.705492"
"Local","255901","2249","589","409","2020-11-13 14:17:32.715966"
"SSN","255901","2253","589","4435023976","2020-11-13 14:17:32.716428"
"Local","255901","2249","590","410","2020-11-13 14:17:32.727725"
"SSN","255901","2253","590","3970069604","2020-11-13 14:17:32.728238"
"Local","255901","2249","593","413","2020-11-13 14:17:32.744757"
"SSN","255901","2253","593","7260301659","2020-11-13 14:17:32.745197"
"Local","255901","2249","594","414","2020-11-13 14:17:32.754729"
"SSN","255901","2253","594","8021886907","2020-11-13 14:17:32.755231"
"Local","255901","2249","598","418","2020-11-13 14:17:32.781982"
"SSN","255901","2253","598","8855432288","2020-11-13 14:17:32.782472"
"Local","255901","2249","603","423","2020-11-13 14:17:32.810721"
"SSN","255901","2253","603","7293299418","2020-11-13 14:17:32.811163"
"Local","255901","2249","606","426","2020-11-13 14:17:32.831643"
"SSN","255901","2253","606","4164226805","2020-11-13 14:17:32.832112"
"Local","255901","2249","609","430","2020-11-13 14:17:32.858456"
"SSN","255901","2253","609","6667700203","2020-11-13 14:17:32.858904"
"Local","255901","2249","615","435","2020-11-13 14:17:32.883568"
"SSN","255901","2253","615","3868370387","2020-11-13 14:17:32.884004"
"Local","255901","2249","619","439","2020-11-13 14:17:32.910435"
"SSN","255901","2253","619","3322782203","2020-11-13 14:17:32.910875"
"Local","255901","2249","429","249","2020-11-13 14:17:31.669628"
"SSN","255901","2253","429","3118806321","2020-11-13 14:17:31.670020"
"Local","255901","2249","433","253","2020-11-13 14:17:31.694561"
"SSN","255901","2253","433","4224623334","2020-11-13 14:17:31.695202"
"Local","255901","2249","436","256","2020-11-13 14:17:31.718444"
"SSN","255901","2253","436","8346621823","2020-11-13 14:17:31.718988"
"Local","255901","2249","438","258","2020-11-13 14:17:31.742412"
"SSN","255901","2253","438","2433298726","2020-11-13 14:17:31.742895"
"Local","255901","2249","442","262","2020-11-13 14:17:31.768793"
"SSN","255901","2253","442","4354421261","2020-11-13 14:17:31.769390"
"Local","255901","2249","448","268","2020-11-13 14:17:31.797119"
"SSN","255901","2253","448","1865289266","2020-11-13 14:17:31.797623"
"Local","255901","2249","453","273","2020-11-13 14:17:31.822879"
"SSN","255901","2253","453","6625985829","2020-11-13 14:17:31.823347"
"Local","255901","2249","455","275","2020-11-13 14:17:31.845565"
"SSN","255901","2253","455","3837024388","2020-11-13 14:17:31.846070"
"Local","255901","2249","458","278","2020-11-13 14:17:31.869582"
"SSN","255901","2253","458","6084173768","2020-11-13 14:17:31.870022"
"Local","255901","2249","465","285","2020-11-13 14:17:31.902423"
"SSN","255901","2253","465","7517391311","2020-11-13 14:17:31.902919"
"Local","255901","2249","468","288","2020-11-13 14:17:31.926299"
"SSN","255901","2253","468","2741611684","2020-11-13 14:17:31.926747"
"Local","255901","2249","470","292","2020-11-13 14:17:31.957611"
"SSN","255901","2253","470","1665068470","2020-11-13 14:17:31.957997"
"Local","255901","2249","476","297","2020-11-13 14:17:31.981265"
"SSN","255901","2253","476","7489197762","2020-11-13 14:17:31.981720"
"Local","255901","2249","480","300","2020-11-13 14:17:32.006454"
"SSN","255901","2253","480","2746427532","2020-11-13 14:17:32.006916"
"Local","255901","2249","484","305","2020-11-13 14:17:32.029909"
"SSN","255901","2253","484","2791508489","2020-11-13 14:17:32.030443"
"Local","255901","2249","487","307","2020-11-13 14:17:32.052721"
"SSN","255901","2253","487","6958662843","2020-11-13 14:17:32.053198"
"Local","255901","2249","492","312","2020-11-13 14:17:32.078308"
"SSN","255901","2253","492","8774801176","2020-11-13 14:17:32.078764"
"Local","255901","2249","496","316","2020-11-13 14:17:32.103199"
"SSN","255901","2253","496","5163823932","2020-11-13 14:17:32.103711"
"Local","255901","2249","499","319","2020-11-13 14:17:32.128595"
"SSN","255901","2253","499","5202657212","2020-11-13 14:17:32.129039"
"Local","255901","2249","502","322","2020-11-13 14:17:32.153229"
"SSN","255901","2253","502","2932295954","2020-11-13 14:17:32.153768"
"Local","255901","2249","505","325","2020-11-13 14:17:32.163574"
"SSN","255901","2253","505","7119161522","2020-11-13 14:17:32.164052"
"Local","255901","2249","508","328","2020-11-13 14:17:32.180650"
"SSN","255901","2253","508","2348135380","2020-11-13 14:17:32.181106"
"Local","255901","2249","512","332","2020-11-13 14:17:32.202857"
"SSN","255901","2253","512","6509258016","2020-11-13 14:17:32.203353"
"Local","255901","2249","513","334","2020-11-13 14:17:32.226074"
"SSN","255901","2253","513","3397430940","2020-11-13 14:17:32.226639"
"Local","255901","2249","520","339","2020-11-13 14:17:32.248700"
"SSN","255901","2253","520","8550456728","2020-11-13 14:17:32.249156"
"Local","255901","2249","522","342","2020-11-13 14:17:32.271846"
"SSN","255901","2253","522","6747556563","2020-11-13 14:17:32.272290"
"Local","255901","2249","526","346","2020-11-13 14:17:32.294301"
"SSN","255901","2253","526","1584211265","2020-11-13 14:17:32.294759"
"Local","255901","2249","529","349","2020-11-13 14:17:32.319905"
"SSN","255901","2253","529","9835109270","2020-11-13 14:17:32.320354"
"Local","255901","2249","534","354","2020-11-13 14:17:32.343878"
"SSN","255901","2253","534","4170380115","2020-11-13 14:17:32.344352"
"Local","255901","2249","537","358","2020-11-13 14:17:32.369836"
"SSN","255901","2253","537","5025214732","2020-11-13 14:17:32.370203"
"Local","255901","2249","544","364","2020-11-13 14:17:32.393768"
"SSN","255901","2253","544","6120455107","2020-11-13 14:17:32.394370"
"Local","255901","2249","548","368","2020-11-13 14:17:32.423899"
"SSN","255901","2253","548","6308794149","2020-11-13 14:17:32.424425"
"Local","255901","2249","551","371","2020-11-13 14:17:32.445509"
"SSN","255901","2253","551","7854827104","2020-11-13 14:17:32.445874"
"Local","255901","2249","554","374","2020-11-13 14:17:32.467040"
"SSN","255901","2253","554","6878453951","2020-11-13 14:17:32.467531"
"Local","255901","2249","557","377","2020-11-13 14:17:32.496196"
"SSN","255901","2253","557","4069839576","2020-11-13 14:17:32.496673"
"Local","255901","2249","560","380","2020-11-13 14:17:32.522247"
"SSN","255901","2253","560","2671455432","2020-11-13 14:17:32.522661"
"Local","255901","2249","563","383","2020-11-13 14:17:32.546960"
"SSN","255901","2253","563","1335362181","2020-11-13 14:17:32.547367"
"Local","255901","2249","568","388","2020-11-13 14:17:32.575179"
"SSN","255901","2253","568","9260624756","2020-11-13 14:17:32.575646"
"Local","255901","2249","571","391","2020-11-13 14:17:32.599119"
"SSN","255901","2253","571","6088744682","2020-11-13 14:17:32.599757"
"Local","255901","2249","575","395","2020-11-13 14:17:32.627594"
"SSN","255901","2253","575","3495714711","2020-11-13 14:17:32.628012"
"Local","255901","2249","578","398","2020-11-13 14:17:32.650484"
"SSN","255901","2253","578","7072976397","2020-11-13 14:17:32.651115"
"Local","255901","2249","585","405","2020-11-13 14:17:32.689497"
"SSN","255901","2253","585","6395301724","2020-11-13 14:17:32.690096"
"Local","255901","2249","586","406","2020-11-13 14:17:32.705430"
"SSN","255901","2253","586","9023966796","2020-11-13 14:17:32.705926"
"Local","255901","2249","591","411","2020-11-13 14:17:32.728879"
"SSN","255901","2253","591","2498644684","2020-11-13 14:17:32.729295"
"Local","255901","2249","595","415","2020-11-13 14:17:32.756266"
"SSN","255901","2253","595","2380040749","2020-11-13 14:17:32.756766"
"Local","255901","2249","597","417","2020-11-13 14:17:32.772952"
"SSN","255901","2253","597","5339311444","2020-11-13 14:17:32.773380"
"Local","255901","2249","599","419","2020-11-13 14:17:32.780765"
"SSN","255901","2253","599","5271613069","2020-11-13 14:17:32.781327"
"Local","255901","2249","602","422","2020-11-13 14:17:32.807273"
"SSN","255901","2253","602","8936948734","2020-11-13 14:17:32.807801"
"Local","255901","2249","607","428","2020-11-13 14:17:32.835307"
"SSN","255901","2253","607","4777079833","2020-11-13 14:17:32.835905"
"Local","255901","2249","610","429","2020-11-13 14:17:32.857665"
"SSN","255901","2253","610","9603117046","2020-11-13 14:17:32.858101"
"Local","255901","2249","614","434","2020-11-13 14:17:32.884685"
"SSN","255901","2253","614","2418708876","2020-11-13 14:17:32.885619"
"Local","255901","2249","620","440","2020-11-13 14:17:32.920273"
"SSN","255901","2253","620","2926303909","2020-11-13 14:17:32.920712"
"Local","255901","2249","623","443","2020-11-13 14:17:32.936946"
"SSN","255901","2253","623","4513490158","2020-11-13 14:17:32.937376"
"Local","255901","2249","624","445","2020-11-13 14:17:32.959452"
"SSN","255901","2253","624","8968646931","2020-11-13 14:17:32.959860"
"Local","255901","2249","629","448","2020-11-13 14:17:32.975855"
"SSN","255901","2253","629","3554253138","2020-11-13 14:17:32.976378"
"Local","255901","2249","630","450","2020-11-13 14:17:32.985677"
"SSN","255901","2253","630","5330842873","2020-11-13 14:17:32.986127"
"Local","255901","2249","633","453","2020-11-13 14:17:33.013312"
"SSN","255901","2253","633","6935484283","2020-11-13 14:17:33.013809"
"Local","255901","2249","635","455","2020-11-13 14:17:33.020894"
"SSN","255901","2253","635","5885809889","2020-11-13 14:17:33.021327"
"Local","255901","2249","637","458","2020-11-13 14:17:33.049720"
"SSN","255901","2253","637","6950787342","2020-11-13 14:17:33.050149"
"Local","255901","2249","641","462","2020-11-13 14:17:33.075726"
"SSN","255901","2253","641","9501562617","2020-11-13 14:17:33.076205"
"Local","255901","2249","647","467","2020-11-13 14:17:33.100290"
"SSN","255901","2253","647","7676400632","2020-11-13 14:17:33.100865"
