addresstypedescriptorid,city,educationorganizationid,postalcode,stateabbreviationdescriptorid,streetnumbername,studentusi,apartmentroomsuitenumber,buildingsitenumber,nameofcounty,countyfipscode,latitude,longitude,donotpublishindicator,congressionaldistrict,localedescriptorid,createdate
"93","Grand Bend","255901","78834","2222","971 Cowley Boulevard","405",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.506508"
"93","Grand Bend","255901","78834","2222","211 East Fabien Avenue","411",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.556975"
"93","Grand Bend","255901","78834","2222","569 New Parkway","412",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.566531"
"93","Grand Bend","255901","78834","2222","739 Nobel Avenue","415",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.576170"
"93","Grand Bend","255901","78834","2222","660 East Green Fabien Avenue","416",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.589132"
"93","Grand Bend","255901","78834","2222","34 South Green Milton Boulevard","418",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.608260"
"90","Grand Bend","255901","78834","2222","246 Green Fabien Drive","422",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.616481"
"93","Grand Bend","255901","78834","2222","29 Green Milton St.","425",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.639826"
"93","Grand Bend","255901","78834","2222","37 Hague Freeway","426",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.657311"
"93","Grand Bend","255901","78834","2222","972 White Milton Street","429",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.667515"
"93","Grand Bend","255901","78834","2222","43 Rocky New Drive","433",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.692987"
"93","Grand Bend","255901","78834","2222","216 North White Fabien Drive","436",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.716834"
"91","Grand Bend","255901","78834","2222","84 Fabien St.","438",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.740840"
"90","Grand Bend","255901","78834","2222","63 Green Cowley Avenue","442",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.766224"
"93","Grand Bend","255901","78834","2222","32 Green Second Blvd.","448",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.794555"
"93","Grand Bend","255901","78834","2222","24 North Hague Street","453",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.821710"
"93","Grand Bend","255901","78834","2222","416 West White Clarendon Boulevard","455",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.844193"
"93","Grand Bend","255901","78834","2222","36 White Milton Road","458",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.867405"
"90","Grand Bend","255901","78834","2222","490 Green Oak Street","465",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.901012"
"90","Grand Bend","255901","78834","2222","42 First Drive","468",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.923055"
"90","Grand Bend","255901","78834","2222","860 Green Clarendon Road","470",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.955449"
"93","Grand Bend","255901","78834","2222","359 Rocky Second Avenue","476",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.979983"
"90","Grand Bend","255901","78834","2222","306 North Green First Way","480",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.003969"
"90","Grand Bend","255901","78834","2222","963 First Boulevard","484",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.028773"
"93","Grand Bend","255901","78834","2222","619 Cowley St.","487",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.050407"
"90","Grand Bend","255901","78834","2222","37 Fabien Drive","492",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.075824"
"93","Grand Bend","255901","78834","2222","55 Green Milton Drive","496",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.099968"
"93","Grand Bend","255901","78834","2222","660 New Drive","499",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.126437"
"90","Grand Bend","255901","78834","2222","90 East Hague Blvd.","502",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.150534"
"93","Grand Bend","255901","78834","2222","61 White Second Freeway","505",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.160405"
"90","Grand Bend","255901","78834","2222","418 White Fabien Freeway","508",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.179407"
"93","Grand Bend","255901","78834","2222","337 East New Parkway","512",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.200690"
"90","Grand Bend","255901","78834","2222","74 Cowley Street","513",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.224938"
"90","Grand Bend","255901","78834","2222","22 White Oak Way","520",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.247459"
"93","Grand Bend","255901","78834","2222","96 Cowley Parkway","522",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.270593"
"93","Grand Bend","255901","78834","2222","92 South White Oak Road","526",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.292179"
"90","Grand Bend","255901","78834","2222","58 White Oak Boulevard","529",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.317833"
"90","Grand Bend","255901","78834","2222","414 New Freeway","534",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.341442"
"90","Grand Bend","255901","78834","2222","16 Nobel Parkway","537",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.367663"
"93","Grand Bend","255901","78834","2222","572 Clarendon Road","544",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.392529"
"90","Grand Bend","255901","78834","2222","987 Fabien Boulevard","548",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.422646"
"90","Grand Bend","255901","78834","2222","72 Rocky Clarendon Road","551",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.444468"
"99","Grand Bend","255901","78834","2222","817 First Parkway","554",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.465795"
"99","Grand Bend","255901","78834","2222","195 Green Second Road","557",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.493556"
"93","Grand Bend","255901","78834","2222","36 Old Freeway","560",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.520690"
"99","Grand Bend","255901","78834","2222","547 White Cowley St.","563",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.545608"
"99","Grand Bend","255901","78834","2222","270 Green First Road","568",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.572793"
"99","Grand Bend","255901","78834","2222","40 Clarendon Way","571",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.597830"
"99","Grand Bend","255901","78834","2222","26 South Green Clarendon Drive","575",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.625260"
"90","Grand Bend","255901","78834","2222","39 Second Street","578",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.648163"
"90","Grand Bend","255901","78834","2222","85 Rocky New Street","585",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.687686"
"90","Grand Bend","255901","78834","2222","89 South Second Blvd.","586",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.702422"
"99","Grand Bend","255901","78834","2222","939 White Fabien St.","591",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.726367"
"99","Grand Bend","255901","78834","2222","608 North Old Street","595",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.754961"
"99","Grand Bend","255901","78834","2222","727 First Avenue","597",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.770339"
"99","Grand Bend","255901","78834","2222","91 East Oak St.","599",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.779455"
"99","Grand Bend","255901","78834","2222","79 Rocky Milton Avenue","602",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.804595"
"90","Grand Bend","255901","78834","2222","946 Milton Blvd.","607",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.834170"
"90","Grand Bend","255901","78834","2222","17 Hague Road","610",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.855170"
"99","Grand Bend","255901","78834","2222","39 White Nobel St.","614",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.882463"
"99","Grand Bend","255901","78834","2222","369 Nobel Way","620",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.917573"
"99","Grand Bend","255901","78834","2222","990 Oak St.","623",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.935579"
"99","Grand Bend","255901","78834","2222","52 Nobel Street","624",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.958184"
"90","Grand Bend","255901","78834","2222","973 Oak Avenue","629",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.974199"
"99","Grand Bend","255901","78834","2222","494 Green Nobel Freeway","630",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.983596"
"90","Grand Bend","255901","78834","2222","93 South Green First Freeway","633",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.011085"
"90","Grand Bend","255901","78834","2222","937 Nobel St.","635",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.018670"
"90","Grand Bend","255901","78834","2222","36 White Nobel Street","637",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.048419"
"99","Grand Bend","255901","78834","2222","769 Milton St.","641",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.074544"
"99","Grand Bend","255901","78834","2222","91 Oak Parkway","647",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.099079"
"93","Grand Bend","255901","78834","2222","18 Second Freeway","444",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.766253"
"93","Grand Bend","255901","78834","2222","246 East Rocky First Road","446",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.794192"
"93","Grand Bend","255901","78834","2222","919 Rocky Second Avenue","452",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.818893"
"90","Grand Bend","255901","78834","2222","479 White Old Road","457",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.846988"
"93","Grand Bend","255901","78834","2222","94 White Clarendon Road","460",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.868653"
"93","Grand Bend","255901","78834","2222","32 Cowley Road","463",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.894999"
"90","Grand Bend","255901","78834","2222","662 East Oak St.","466",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.916044"
"93","Grand Bend","255901","78834","2222","40 Fabien St.","473",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.955435"
"93","Grand Bend","255901","78834","2222","31 West Second Parkway","478",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.995275"
"90","Grand Bend","255901","78834","2222","69 Hague Blvd.","481",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.005515"
"93","Grand Bend","255901","78834","2222","34 New St.","483",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.026612"
"90","Grand Bend","255901","78834","2222","366 East Rocky Hague Avenue","489",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.054802"
"93","Grand Bend","255901","78834","2222","22 West Green Oak Avenue","491",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.075365"
"93","Grand Bend","255901","78834","2222","14 North Green Nobel Street","495",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.099248"
"93","Grand Bend","255901","78834","2222","455 Rocky Milton Road","500",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.125463"
"93","Grand Bend","255901","78834","2222","448 Green Second Parkway","507",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.175812"
"90","Grand Bend","255901","78834","2222","29 Fabien Avenue","510",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.199649"
"90","Grand Bend","255901","78834","2222","51 Green Clarendon Boulevard","515",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.224912"
"93","Grand Bend","255901","78834","2222","96 Nobel Avenue","517",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.239616"
"90","Grand Bend","255901","78834","2222","54 White Hague Road","519",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.248575"
"93","Grand Bend","255901","78834","2222","657 New Road","524",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.274528"
"93","Grand Bend","255901","78834","2222","289 Nobel Drive","528",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.297371"
"93","Grand Bend","255901","78834","2222","35 Old Way","533",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.321240"
"90","Grand Bend","255901","78834","2222","63 White Milton St.","535",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.342939"
"93","Grand Bend","255901","78834","2222","920 Old Drive","539",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.367056"
"90","Grand Bend","255901","78834","2222","52 Nobel Parkway","542",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.392468"
"93","Grand Bend","255901","78834","2222","937 Rocky Cowley Street","546",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.421632"
"90","Grand Bend","255901","78834","2222","366 East Green Cowley Drive","549",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.444320"
"99","Grand Bend","255901","78834","2222","79 Second Parkway","555",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.469562"
"90","Grand Bend","255901","78834","2222","88 Second Street","558",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.498635"
"91","Grand Bend","255901","78834","2222","148 North Second Drive","561",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.520834"
"99","Grand Bend","255901","78834","2222","12 White Clarendon Avenue","564",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.546582"
"90","Grand Bend","255901","78834","2222","999 Cowley Avenue","570",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.572935"
"99","Grand Bend","255901","78834","2222","674 White Cowley Blvd.","573",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.599522"
"90","Grand Bend","255901","78834","2222","135 Cowley Way","576",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.625283"
"99","Grand Bend","255901","78834","2222","10 Green New St.","580",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.653987"
"93","Grand Bend","255901","78834","2222","331 White Milton Drive","583",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.678421"
"99","Grand Bend","255901","78834","2222","60 Hague Avenue","588",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.702950"
"99","Grand Bend","255901","78834","2222","24 Green Old Blvd.","592",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.730398"
"90","Grand Bend","255901","78834","2222","76 Rocky Cowley St.","596",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.757975"
"90","Grand Bend","255901","78834","2222","368 New Avenue","600",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.783972"
"90","Grand Bend","255901","78834","2222","489 Cowley Blvd.","601",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.800033"
"90","Grand Bend","255901","78834","2222","80 Fabien Blvd.","605",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.810120"
"99","Grand Bend","255901","78834","2222","12 Fabien Boulevard","604",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.826127"
"99","Grand Bend","255901","78834","2222","940 First Drive","611",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.858255"
"99","Grand Bend","255901","78834","2222","25 Green Nobel St.","613",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.881551"
"99","Grand Bend","255901","78834","2222","97 Green New Street","617",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.908488"
"99","Grand Bend","255901","78834","2222","27 South Old Drive","622",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.935672"
"99","Grand Bend","255901","78834","2222","12 West White Old St.","627",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.961849"
"99","Grand Bend","255901","78834","2222","18 New Boulevard","631",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.987317"
"99","Grand Bend","255901","78834","2222","945 Oak Street","638",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.026123"
"99","Grand Bend","255901","78834","2222","70 Oak Blvd.","640",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.051328"
"90","Grand Bend","255901","78834","2222","51 Clarendon Blvd.","652",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.078797"
"99","Grand Bend","255901","78834","2222","71 South Green Second Boulevard","644",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.091857"
"99","Grand Bend","255901","78834","2222","609 White First Boulevard","646",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.105099"
"99","Grand Bend","255901","78834","2222","917 Fabien Road","651",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.125777"
"99","Grand Bend","255901","78834","2222","667 White New Freeway","654",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.148773"
"90","Grand Bend","255901","78834","2222","686 East White New Road","659",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.173552"
"99","Grand Bend","255901","78834","2222","552 North White Cowley Way","663",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.196880"
"99","Grand Bend","255901","78834","2222","151 Oak Boulevard","665",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.221673"
"99","Grand Bend","255901","78834","2222","71 Oak Blvd.","669",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.245012"
"90","Grand Bend","255901","78834","2222","38 Rocky Milton Way","674",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.272125"
"90","Grand Bend","255901","78834","2222","884 West Milton Way","679",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.297395"
"99","Grand Bend","255901","78834","2222","936 West Hague Drive","683",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.321018"
"85","Grand Bend","255901","78834","2222","277 Cowley Boulevard","687",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.345850"
"85","Grand Bend","255901","78834","2222","80 Cowley Drive","689",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.369207"
"85","Grand Bend","255901","78834","2222","857 Old Avenue","693",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.394608"
"85","Grand Bend","255901","78834","2222","61 Rocky Milton Avenue","698",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.419770"
"85","Grand Bend","255901","78834","2222","146 West New St.","702",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.444963"
"85","Grand Bend","255901","78834","2222","584 Second Road","707",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.471886"
"99","Grand Bend","255901","78834","2222","863 Green Cowley Blvd.","710",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.497078"
"90","Grand Bend","255901","78834","2222","93 West Green Second Road","506",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.175767"
"93","Grand Bend","255901","78834","2222","50 First St.","509",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.186657"
"93","Grand Bend","255901","78834","2222","993 Green Hague Way","511",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.199662"
"93","Grand Bend","255901","78834","2222","53 Green Nobel Road","514",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.213414"
"93","Grand Bend","255901","78834","2222","675 White First Drive","516",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.225759"
"90","Grand Bend","255901","78834","2222","84 Rocky First Way","518",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.248537"
"93","Grand Bend","255901","78834","2222","107 Milton Avenue","523",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.274499"
"93","Grand Bend","255901","78834","2222","30 North White Cowley Road","525",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.292152"
"93","Grand Bend","255901","78834","2222","23 White Nobel Blvd.","530",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.317781"
"90","Grand Bend","255901","78834","2222","88 First Way","532",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.341217"
"93","Grand Bend","255901","78834","2222","297 Cowley Drive","536",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.367069"
"93","Grand Bend","255901","78834","2222","31 North Fabien Boulevard","541",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.392516"
"99","Grand Bend","255901","78834","2222","37 White Milton Road","545",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.419675"
"99","Grand Bend","255901","78834","2222","50 Oak Avenue","550",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.444856"
"99","Grand Bend","255901","78834","2222","418 South Nobel Blvd.","553",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.465792"
"90","Grand Bend","255901","78834","2222","123 Simons Way","552",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.507815"
"90","Grand Bend","255901","78834","2222","78 Cowley St.","559",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.519350"
"90","Grand Bend","255901","78834","2222","923 West Clarendon Road","565",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.548374"
"93","Grand Bend","255901","78834","2222","843 White Nobel Drive","567",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.573002"
"99","Grand Bend","255901","78834","2222","38 North Green Nobel Drive","572",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.601197"
"90","Grand Bend","255901","78834","2222","51 Milton Drive","574",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.623602"
"99","Grand Bend","255901","78834","2222","81 South Green Old Blvd.","581",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.658904"
"99","Grand Bend","255901","78834","2222","633 West Second Blvd.","584",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.681337"
"99","Grand Bend","255901","78834","2222","52 West Green Hague Freeway","587",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.702667"
"90","Grand Bend","255901","78834","2222","66 Rocky Old Blvd.","589",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.714558"
"99","Grand Bend","255901","78834","2222","65 South Green Hague St.","590",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.726412"
"93","Grand Bend","255901","78834","2222","85 West Green Fabien Drive","593",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.743450"
"90","Grand Bend","255901","78834","2222","707 Green First Street","594",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.752043"
"99","Grand Bend","255901","78834","2222","39 Oak Street","598",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.779894"
"99","Grand Bend","255901","78834","2222","59 Fabien Blvd.","603",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.808479"
"99","Grand Bend","255901","78834","2222","40 North New Parkway","606",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.829384"
"90","Grand Bend","255901","78834","2222","571 Oak Freeway","609",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.856052"
"90","Grand Bend","255901","78834","2222","579 Old Avenue","615",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.882361"
"99","Grand Bend","255901","78834","2222","488 Milton Avenue","619",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.909227"
"99","Grand Bend","255901","78834","2222","344 Green Nobel St.","621",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.932412"
"90","Grand Bend","255901","78834","2222","836 North Green Clarendon Freeway","625",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.946617"
"99","Grand Bend","255901","78834","2222","563 Nobel Road","626",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.959241"
"93","Grand Bend","255901","78834","2222","705 Hague St.","628",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.982325"
"99","Grand Bend","255901","78834","2222","924 South White Cowley Parkway","632",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.000296"
"90","Grand Bend","255901","78834","2222","78 North White Nobel Drive","634",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.012417"
"99","Grand Bend","255901","78834","2222","46 Green Fabien Street","636",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.036652"
"99","Grand Bend","255901","78834","2222","148 Old Road","639",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.048383"
"99","Grand Bend","255901","78834","2222","346 Hague Freeway","642",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.066393"
"99","Grand Bend","255901","78834","2222","64 Old Avenue","643",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.074295"
"99","Grand Bend","255901","78834","2222","371 Nobel Blvd.","645",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.098876"
"99","Grand Bend","255901","78834","2222","57 Second Drive","648",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.120206"
"90","Grand Bend","255901","78834","2222","315 Nobel Way","650",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.132869"
"99","Grand Bend","255901","78834","2222","247 Clarendon Road","655",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.146424"
"90","Grand Bend","255901","78834","2222","473 Green Hague Way","656",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.162674"
"90","Grand Bend","255901","78834","2222","250 First Boulevard","658",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.170907"
"99","Grand Bend","255901","78834","2222","950 Green Cowley Avenue","660",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.188203"
"99","Grand Bend","255901","78834","2222","45 Green Second Blvd.","662",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.195499"
"99","Grand Bend","255901","78834","2222","629 White Second Road","667",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.222817"
"99","Grand Bend","255901","78834","2222","27 Green Old Street","668",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.240697"
"90","Grand Bend","255901","78834","2222","141 Green Clarendon Freeway","672",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.266744"
"99","Grand Bend","255901","78834","2222","433 Rocky Nobel Blvd.","678",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.297477"
"85","Grand Bend","255901","78834","2222","410 White Old St.","680",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.321120"
"85","Grand Bend","255901","78834","2222","40 East Second Freeway","684",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.341203"
"85","Grand Bend","255901","78834","2222","41 Green Fabien Road","690",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.369956"
"85","Grand Bend","255901","78834","2222","646 White Cowley Freeway","692",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.392414"
"85","Grand Bend","255901","78834","2222","437 White Nobel Boulevard","696",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.416719"
"99","Grand Bend","255901","78834","2222","86 Milton Boulevard","700",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.441395"
"85","Grand Bend","255901","78834","2222","188 Rocky Nobel Boulevard","704",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.467259"
"85","Grand Bend","255901","78834","2222","10 Rocky Second Way","708",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.494492"
"85","Grand Bend","255901","78834","2222","682 Rocky Oak Freeway","712",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.519674"
"85","Grand Bend","255901","78834","2222","272 Clarendon Boulevard","718",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.547289"
"99","Grand Bend","255901","78834","2222","50 Nobel Parkway","721",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.571344"
"85","Grand Bend","255901","78834","2222","362 Green New Freeway","724",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.596717"
"85","Grand Bend","255901","78834","2222","45 Rocky Hague Blvd.","727",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.604312"
"85","Grand Bend","255901","78834","2222","806 West Green Clarendon Road","728",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.622452"
"93","Grand Bend","255901","78834","2222","39 New Avenue","649",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.123304"
